stop_id,stop_code,stop_name,zone_id,latitude,longitude,junction_id,junction_dst
1628,51616,Eastbound Rosemont Dr @ 3200 Block,BUS ZN,49.215571,-123.036746,6002,12.807616133589006
559,50554,Southbound Granville St @ W 37 Ave,BUS ZN,49.237706,-123.139593,1677,79.81323918737078
558,50553,Southbound Granville St @ W 35 Ave,BUS ZN,49.239615,-123.139528,1679,76.46427935615405
557,50552,Southbound Granville St @ W 33 Ave,BUS ZN,49.241525,-123.139454,1684,78.17764234829176
556,50551,Southbound Granville St @ W 32 Ave,BUS ZN,49.243251,-123.139408,1688,87.31677517658207
551,50546,Southbound Granville St @ Matthews Ave,BUS ZN,49.252781,-123.139073,1706,81.54135065577906
550,50545,Southbound Granville St @ Angus Dr,BUS ZN,49.254178,-123.13903,1707,92.1654448049102
552,50547,Southbound Granville St @ Laurier Ave,BUS ZN,49.2505,-123.139186,1702,77.51821427399584
1199,51190,Westbound Kingsway @ Miller St,BUS ZN,49.247137,-123.06911,4603,47.787167614159614
1198,51189,Westbound Kingsway @ Victoria Dr,BUS ZN,49.245543,-123.065671,4799,100.97947216237664
1191,51182,Westbound E 41 Ave @ Killarney St,BUS ZN,49.23303,-123.046378,5660,70.16402425739767
1190,51181,Westbound E 41 Ave @ Rupert St,BUS ZN,49.233057,-123.043713,5769,94.7854001097819
1193,51184,Westbound Kingsway @ McKinnon St,BUS ZN,49.235237,-123.038053,5983,57.39743585734561
1192,51183,Westbound E 41 Ave @ Earles St,BUS ZN,49.232858,-123.049155,5564,60.02464821003085
1195,51186,Westbound Kingsway @ Rupert St,BUS ZN,49.236114,-123.04296,5786,103.50033668433319
1194,51185,Westbound Kingsway @ Spencer St,BUS ZN,49.235933,-123.041047,5871,49.29713595124488
1196,51187,Westbound Kingsway @ Fairmont St,BUS ZN,49.236931,-123.046942,5632,65.4163634476728
458,50454,Northbound Oak St @ Devonshire Cres,BUS ZN,49.244894,-123.127493,2176,99.65373231083096
459,50455,Northbound Oak St @ W 27 Ave,BUS ZN,49.247506,-123.12749,2184,64.65807755560968
450,50446,Eastbound McGill St @ N Renfrew St,BUS ZN,49.288595,-123.0434,5753,97.20834053830569
453,50449,Westbound McGill St @ N Renfrew St,BUS ZN,49.288825,-123.044601,5753,84.44914504069708
455,50451,Northbound Oak St @ W 38 Ave,BUS ZN,49.237021,-123.12785,2166,64.9063166272039
457,50453,Northbound Oak St @ W 33 Ave,BUS ZN,49.241748,-123.12769,2171,72.82681391813293
12669,60397,Westbound W 41 Ave @ Oak St,BUS ZN,49.234095,-123.129021,2164,143.59838311529137
371,50367,Southbound Dunbar St @ W 27 Ave,BUS ZN,49.247813,-123.185322,394,58.502506855703615
370,50366,Southbound Dunbar St @ W King Edward Ave,BUS ZN,49.249684,-123.185302,397,84.72738246458003
373,50369,Southbound Dunbar St @ W 31 Ave,BUS ZN,49.243962,-123.185351,390,70.45679260675892
375,50371,Southbound Dunbar St @ W 35 Ave,BUS ZN,49.240149,-123.185397,386,73.30673828547037
374,50370,Southbound Dunbar St @ W 33 Ave,BUS ZN,49.242056,-123.185368,388,70.49833064481709
376,50372,Southbound Dunbar St @ W 37 Ave,BUS ZN,49.238349,-123.185425,384,53.589164346472735
12665,60404,Northbound Joyce St @ Church St,BUS ZN,49.234646,-123.03528,6083,36.201971766542236
12663,60396,Eastbound W 41 Ave @ Carnarvon St,BUS ZN,49.23467,-123.173495,669,69.38224830615952
12712,60417,Westbound W 12th Ave @ Heather St,BUS ZN,49.260557,-123.12041,2507,68.23199110310588
12713,60418,Westbound W 12th Ave @ Cambie St,BUS ZN,49.260482,-123.11559,2695,94.97416797663539
12710,60415,Westbound W 12th Ave @ Laurel St,BUS ZN,49.260622,-123.124667,2320,59.33700858874445
12711,60416,Eastbound W 12th Ave @ Heather St,BUS ZN,49.260394,-123.120306,2507,52.68717980772945
10976,61074,Southbound Main St @ Powell St,BUS ZN,49.282699,-123.099733,3298,95.57678070525144
11596,50878,Eastbound E Broadway @ Ontario St,BUS ZN,49.262911,-123.104471,3035,62.60922847844537
2051,61218,Langara-49th Station @ Bay 2,BUS ZN,49.226178,-123.116035,2627,66.02094857678172
2050,52033,Westbound W 49 Ave @ Alberta St,BUS ZN,49.226074,-123.113387,2750,68.21168156011503
2053,52036,Westbound W 49 Ave @ Laurel St,BUS ZN,49.226538,-123.125587,2282,69.10541238892364
2052,52035,Westbound W 49 Ave @ Tisdall St,BUS ZN,49.226382,-123.121438,2418,48.828696157988134
2055,52038,Westbound W 49 Ave @ Montgomery St,BUS ZN,49.226761,-123.13243,2001,79.46535833677223
2054,52037,Westbound W 49 Ave @ Oak St,BUS ZN,49.226658,-123.128988,2152,102.88031515247937
2056,52039,Westbound W 49 Ave @ Hudson St,BUS ZN,49.22688,-123.135533,1865,70.59724672710986
11622,50714,Westbound E 41st Ave @ Main St,BUS ZN,49.233193,-123.101267,3193,43.38539318515498
10620,58614,Eastbound E Broadway St @ Fraser St,BUS ZN,49.26236,-123.088379,3732,107.86037680545991
804,50797,Southbound Fraser St @ E 55 Ave,BUS ZN,49.219642,-123.091056,3648,72.01607632566662
12483,60219,Westbound University Blvd @ Western Parkway,BUS ZN,49.266634,-123.244736,3,3366.7547758801898
12487,60223,Northbound Fraser St @ E 20 Ave,BUS ZN,49.253266,-123.089851,3692,100.85141600592577
8621,58183,Eastbound SE Marine Dr @ 2600 Block,BUS ZN,49.207204,-123.053335,5362,24.001268973480556
8622,58145,Westbound Kingsway @ E Broadway,BUS ZN,49.263296,-123.099681,3306,101.87351298600018
9989,59318,Westbound E 49 Ave @ Tyne St,BUS ZN,49.224736,-123.032636,6193,66.9293400661971
9987,59317,Eastbound E 49 Ave @ Kerr St,BUS ZN,49.224659,-123.040479,5862,82.038701555914
11021,61124,Westbound W 16 Ave @ Oak St,BUS ZN,49.257181,-123.12688,2211,48.54193879282362
11020,61118,Westbound E 33 Ave @ Main St,BUS ZN,49.240577,-123.101925,3196,68.30515036898812
11023,61128,Westbound W 16 Ave @ Arbutus St,BUS ZN,49.257372,-123.153431,1178,44.872965328320085
11022,61116,Westbound E 33 Ave @ Fraser St,BUS ZN,49.240373,-123.090765,3674,65.02969060684423
414,50410,Southbound Cambie St @ W Hastings St,BUS ZN,49.282211,-123.109799,2883,76.22932720556646
415,50411,Eastbound Nelson St @ Cambie St,BUS ZN,49.275788,-123.117719,2578,89.94716794878946
410,50406,Eastbound W Pender St @ Thurlow St,BUS ZN,49.287073,-123.119204,2512,154.72036296881288
1389,51377,Eastbound Hastings St @ Ingleton Ave,BUS ZN,49.280991,-123.018168,6549,783.1202399282224
1385,51373,Eastbound W Pender St @ Bute St,BUS ZN,49.288213,-123.123062,2370,57.56867881025078
1387,58143,Kootenay Loop @ Bay 8,BUS ZN,49.281026,-123.024952,6457,107.58046720976799
418,50414,Southbound Cambie St @ W 12 Ave,BUS ZN,49.260113,-123.115144,2695,66.88711622789772
419,50415,Southbound Cambie St @ W 16 Ave,BUS ZN,49.256555,-123.115252,2690,81.70101277684051
1382,51370,Eastbound W Pender St @ Nicola St,BUS ZN,49.289898,-123.128771,2128,48.09723902904501
1383,51371,Eastbound W Pender St @ Broughton St,BUS ZN,49.289364,-123.127117,2204,62.068904038218754
1776,51762,Southbound Boundary Rd @ Douglas Rd,BUS ZN,49.27654,-123.02375,6546,197.4647659831076
1779,51765,Southbound Boundary Rd @ E 1st Ave,BUS ZN,49.26913,-123.023801,6530,75.73843605965115
1778,51764,Southbound Boundary Rd @ Kitchener St,BUS ZN,49.271739,-123.023795,6531,320.1869776836295
1848,51834,Eastbound SE Marine Dr @ Nanaimo St,BUS ZN,49.207215,-123.059043,5033,87.81601044123934
12101,60006,Eastbound W Broadway @ Columbia St,BUS ZN,49.26302,-123.10905,2885,59.54643892984878
1814,51800,Westbound SE Marine Dr @ Gladstone St,BUS ZN,49.208533,-123.062381,4899,38.09248356967932
1817,51803,Northbound Nanaimo St @ Fraserview Dr,BUS ZN,49.212049,-123.059294,5035,72.32340752664584
1810,51796,Westbound SE Marine Dr @ Kerr St,BUS ZN,49.208162,-123.042926,5792,100.44264626763864
1811,51797,Westbound SE Marine Dr @ Jellicoe St,BUS ZN,49.207743,-123.048165,5575,72.92332312058596
1812,51798,Westbound SE Marine Dr @ Elliott St,BUS ZN,49.207187,-123.057208,5151,57.80402477547211
1818,51804,Northbound Muirfield Dr @ Scarboro Ave,BUS ZN,49.213192,-123.057069,5150,72.09365864039086
1819,51805,Northbound Muirfield Dr @ Bobolink Ave,BUS ZN,49.214723,-123.055961,5247,80.05998129935237
1609,51597,Westbound W 16 Ave @ Blanca St,BUS ZN,49.258508,-123.21457,8,123.17015038200952
1608,51596,Westbound W 16 Ave @ Sasamat St,BUS ZN,49.258432,-123.20978,52,79.04410615960971
1979,51962,Eastbound W 49 Ave @ Montgomery St,BUS ZN,49.226598,-123.131458,2001,66.28886287893461
1978,51961,Eastbound W 49 Ave @ Hudson St,BUS ZN,49.226708,-123.134675,1865,59.753727380462394
1601,51589,Westbound W King Edward Ave @ Balaclava St,BUS ZN,49.250163,-123.176132,624,74.79880438797491
1975,51958,Eastbound W 49 Ave @ Marguerite St,BUS ZN,49.226972,-123.144546,1476,63.914794121967724
1974,51957,Eastbound W 49 Ave @ Angus Dr,BUS ZN,49.22701,-123.147554,1368,56.50080746070474
1971,51954,Eastbound W 49 Ave @ Arbutus St,BUS ZN,49.227103,-123.15547,1124,49.6529357515977
11101,61149,Southbound Cambie St @ W 14 Ave,BUS ZN,49.25846,-123.115193,2692,64.90261129515866
1906,51892,Westbound E 41 Ave @ Wales St,BUS ZN,49.232871,-123.05213,5453,71.30202267481557
1904,51890,Eastbound W 41 Ave @ Highbury St,BUS ZN,49.234704,-123.187956,301,59.276341907061905
1903,51889,Eastbound W 41 Ave @ Wallace St,BUS ZN,49.234701,-123.190529,258,58.74607203686016
1901,51887,Eastbound SW Marine Dr @ Kullahun Dr,BUS ZN,49.236996,-123.204972,89,113.65850390094678
12730,60502,Northbound Denman St @ Comox St,BUS ZN,49.288812,-123.139345,1673,58.302015128489266
12732,60504,Eastbound Robson St @ Broughton St,BUS ZN,49.287679,-123.129709,2095,59.024030240625535
12737,50133,Westbound W 41st Ave @ Willow St,BUS ZN,49.233946,-123.124174,2352,57.421793633619906
1970,51953,Eastbound W 49 Ave @ Yew St,BUS ZN,49.227149,-123.15842,1026,54.38636154701935
12768,60529,Westbound Beach Ave @ Cardero St,BUS ZN,49.283023,-123.1416,1575,38.77487684447577
12763,60534,Broadway-City Hall Station   @ Bay 6,BUS ZN,49.263181,-123.117852,2593,55.394710408639384
12761,60472,Eastbound Sawmill Cres @ River District Crossing,BUS ZN,49.205803,-123.030484,6233,79.63077442282746
12764,60535,Broadway-City Hall Station @ Bay 1,BUS ZN,49.26315,-123.116587,2593,132.75467119148615
11643,51473,Westbound W Pender St @ Broughton St,BUS ZN,49.289741,-123.12775,2204,63.42507045559521
11646,53392,Westbound W Hastings St @ Abbott St,BUS ZN,49.282004,-123.10684,2941,49.469807182323635
1018,59042,63 Ave Loop @ Granville St,BUS ZN,49.21392,-123.140853,1641,78.64829505011545
1019,51010,Westbound W 64 Ave @ Adera St,BUS ZN,49.213261,-123.144003,1513,72.59674821329126
1016,58065,Northbound Seymour St @ W Georgia St,BUS ZN,49.281477,-123.117549,2612,103.80362984733173
1017,51008,Southbound Granville St @ W 45 Ave,BUS ZN,49.230342,-123.139857,1668,63.3653450549749
1013,51004,Northbound Seymour St @ Davie St,BUS ZN,49.276811,-123.124629,2285,106.49460284474112
11002,61143,Bus Stop @ Spanish Banks Loop,BUS ZN,49.276328,-123.215494,26,154.78450267457754
11007,61106,Eastbound E 33 Ave @ Knight St,BUS ZN,49.240146,-123.075958,4265,63.94774830526188
11009,61108,Eastbound E 33 Ave @ Victoria Dr,BUS ZN,49.239826,-123.06484,4789,81.68544624048472
439,50435,Eastbound Powell St @ Victoria Dr,BUS ZN,49.284771,-123.065065,4778,63.45568062794964
437,50433,Eastbound Powell St @ Commercial Dr,BUS ZN,49.283885,-123.069837,4529,70.32460140190895
435,50431,Eastbound Powell St @ Clark Dr,BUS ZN,49.283029,-123.076625,4257,60.30580261784024
433,50429,Eastbound Powell St @ Glen Dr,BUS ZN,49.282672,-123.081697,4061,67.5018987567822
430,50426,Eastbound E Cordova St @ Dunlevy Ave,BUS ZN,49.282136,-123.094846,3484,71.09343121527338
431,50427,Eastbound E Cordova St @ Princess Ave,BUS ZN,49.282067,-123.091063,3617,54.4973071582578
11341,51919,Westbound NW Marine Dr @ Cecil Green Park Rd,BUS ZN,49.270517,-123.255442,1,4551.145308240783
11348,51003,Northbound Cambie St @ W 42 Ave,BUS ZN,49.232875,-123.115999,2640,82.4430072097566
11349,50999,Langara-49th Station @ Bay 1,BUS ZN,49.226473,-123.116241,2627,88.02675963562852
2241,52219,Westbound SW Marine Dr @ Laurel St,BUS ZN,49.206184,-123.126813,2246,76.19710374195795
12691,51793,Southbound Matheson Cres @ Champlain Cres,BUS ZN,49.210359,-123.027535,6396,60.593127193243895
12690,51839,Northbound Matheson Cres @ SE Marine Dr,BUS ZN,49.208301,-123.030733,6246,58.07593382699761
1051,51042,Southbound Renfrew St @ E 1st Ave,BUS ZN,49.269159,-123.044397,5729,77.82067597553623
1052,51043,Southbound Renfrew St @ E 4th Ave,BUS ZN,49.266425,-123.044405,5726,58.2392777573596
1054,51045,Southbound Renfrew St @ E 8th Ave,BUS ZN,49.262644,-123.044459,5721,73.15337799491955
1055,51046,Southbound Renfrew St @ E Broadway,BUS ZN,49.261461,-123.04446,5720,111.51950175918967
1057,51048,Southbound Renfrew St @ Grandview Hwy,BUS ZN,49.257863,-123.044471,5715,73.50034289963624
9366,51006,Northbound Seymour St @ Nelson St,BUS ZN,49.278835,-123.121579,2414,79.62091719796511
8983,58008,Southbound Lost Lagoon Rd @ Stanley Park Causeway,BUS ZN,49.296637,-123.136713,1802,475.43590746476036
1832,51818,29th Avenue Station @ Bay 1,BUS ZN,49.244269,-123.045608,5663,82.91752311535022
1833,51819,Southbound Clarendon St @ E 41 Ave,BUS ZN,49.232504,-123.055437,5266,70.95366784668668
1830,51816,Northbound Clarendon St @ E 37 Ave,BUS ZN,49.237621,-123.055365,5263,54.29755536424704
1835,51821,Southbound Elliott St @ E 45 Ave,BUS ZN,49.229145,-123.054924,5281,52.33043970735972
1838,51824,Southbound Elliott St @ E 49 Ave,BUS ZN,49.224553,-123.054884,5287,61.29828732412943
1839,51825,Southbound Elliott St @ E 51 Ave,BUS ZN,49.222288,-123.054911,5286,57.83893210811989
2155,52135,Eastbound SE Marine Dr @ St. George St,BUS ZN,49.210918,-123.093606,3566,46.50692199745078
2156,52136,Eastbound SE Marine Dr @ Fraser St,BUS ZN,49.210909,-123.090507,3623,87.008659105118
2152,52132,Eastbound SE Marine Dr @ Ontario St,BUS ZN,49.21214,-123.106006,3006,75.19931370288162
2153,52133,Eastbound SE Marine Dr @ Main St,BUS ZN,49.210807,-123.101511,3143,115.41209401482183
2158,52138,Eastbound SE Marine Dr @ Ross St,BUS ZN,49.211036,-123.083514,3940,44.69869515005554
1959,51942,Southbound Burrard St @ W 3rd Ave,BUS ZN,49.268549,-123.145798,1458,81.58120559566473
1990,51973,Eastbound E 49 Ave @ St. George St,BUS ZN,49.225455,-123.093656,3535,62.51031924507463
1483,51471,Westbound W Pender St @ Thurlow St,BUS ZN,49.287731,-123.120865,2483,83.8509942477992
1482,51470,Kootenay Loop @ Bay 6,BUS ZN,49.281212,-123.026407,6457,107.52719654015795
1481,51469,Westbound Hastings St @ Esmond Ave,BUS ZN,49.281222,-123.021845,6549,250.40062696518606
1480,51468,Westbound Hastings St @ Ingleton Ave,BUS ZN,49.281179,-123.01911,6549,646.1623495230488
1487,51475,Westbound W Georgia St @ Denman St,BUS ZN,49.292951,-123.134018,1930,91.04673681036489
1484,51472,Westbound W Pender St @ Bute St,BUS ZN,49.288565,-123.123694,2370,63.01475106169231
1488,51476,Westbound W Georgia St @ Gilford St,BUS ZN,49.294006,-123.13563,1862,100.08324821666585
10611,59837,Northbound Main St @ E 22 Ave,BUS ZN,49.251452,-123.100866,3224,64.54736419953876
1271,51261,Northbound Mackenzie St @ W 34 Ave,BUS ZN,49.241595,-123.170144,740,53.726326359033386
10619,58613,Westbound E Broadway @ Fraser St,BUS ZN,49.262593,-123.09009,3641,139.69528980370833
519,50515,Westbound Powell St @ Jackson Ave,BUS ZN,49.283146,-123.093725,3572,57.830962758925246
518,50514,Westbound Powell St @ Heatley Ave,BUS ZN,49.283076,-123.089941,3710,75.49044189437872
511,50507,Westbound E Hastings St @ Dunlevy Ave,BUS ZN,49.281356,-123.095847,3483,73.53476222434709
510,50506,Westbound E Hastings St @ Jackson Ave,BUS ZN,49.281321,-123.093904,3568,74.54556539158152
512,50508,Westbound Powell St @ Commercial Dr,BUS ZN,49.283837,-123.070862,4529,79.20705547455007
517,50513,Westbound Powell St @ Hawks Ave,BUS ZN,49.28303,-123.087522,3809,68.52148189642244
516,50512,Westbound Powell St @ Glen Dr,BUS ZN,49.282792,-123.081659,4061,70.0020281124417
1226,51217,Northbound Commercial Dr @ Findlay St,BUS ZN,49.254682,-123.068394,4649,112.55135405785298
1225,51216,Northbound Victoria Diversion @ Victoria Dr,BUS ZN,49.253274,-123.066572,4684,75.15344907738049
1224,51215,Northbound Victoria Dr @ E 22 Ave,BUS ZN,49.250596,-123.064898,4805,71.48712137665126
627,50621,Southbound Cambie St @ W 41 Ave,BUS ZN,49.234,-123.116425,2641,108.91189509133338
1222,51213,Northbound Victoria Dr @ E 26 Ave,BUS ZN,49.247959,-123.064952,4801,75.7446919091265
1221,51212,Northbound Victoria Dr @ E 43 Ave,BUS ZN,49.231503,-123.065432,4759,64.24100609434319
1220,51211,Northbound Victoria Dr @ E 45 Ave,BUS ZN,49.229847,-123.065483,4753,86.43183677133034
628,50622,Westbound Robson St @ Hamilton St,BUS ZN,49.279145,-123.116259,2659,86.05106273487944
1229,51220,Northbound Commercial Dr @ E 12 Ave,BUS ZN,49.259948,-123.069673,4557,89.18118016933859
1228,51219,Northbound Commercial Dr @ E 14 Ave,BUS ZN,49.258015,-123.069745,4553,61.56642794708957
8297,58054,Heather Square @ Bay 2,BUS ZN,49.266296,-123.120135,2488,52.59612289730135
10431,59930,Southbound Hudson St @ SW Marine Dr,BUS ZN,49.202765,-123.134919,1876,67.3613006277814
2239,52217,Westbound SW Marine Dr @ Ash St,BUS ZN,49.209141,-123.119749,2476,89.55743767729864
2231,52209,Westbound SE Marine Dr @ Chester St,BUS ZN,49.211147,-123.089925,3699,58.79163605735273
2233,52211,Westbound SE Marine Dr @ Prince Edward St,BUS ZN,49.211024,-123.097713,3364,52.051749132734955
2232,52210,Westbound SE Marine Dr @ Buscombe St,BUS ZN,49.211151,-123.095708,3475,56.457959939248646
2235,52213,Westbound SW Marine Dr @ Ontario St,BUS ZN,49.212459,-123.107012,2961,76.7573897839108
2234,52212,Westbound SE Marine Dr @ Main St,BUS ZN,49.211554,-123.103214,3144,161.18930905424196
2236,52214,Westbound SW Marine Dr @ Manitoba St,BUS ZN,49.212212,-123.110409,2852,65.99935702477076
1631,51619,Southbound Champlain Cres @ Langford Ave,BUS ZN,49.214195,-123.02994,6214,289.9236628363496
7025,56958,Northbound Knight St Bridge Offramp @ SE Marine Dr,BUS ZN,49.210846,-123.075497,4302,55.96444721070567
1038,51029,Northbound Arbutus St @ Nanton Ave,BUS ZN,49.247961,-123.153085,1176,77.24174463339789
1039,51030,Northbound Arbutus St @ W King Edward Ave,BUS ZN,49.251937,-123.152909,1180,91.6653701036687
1032,51023,Northbound West Blvd @ W 39 Ave,BUS ZN,49.236779,-123.155392,1105,78.35260530502919
1033,51024,Northbound West Blvd @ W 37 Ave,BUS ZN,49.238609,-123.155335,1109,71.66375561972667
1030,51021,Northbound West Blvd @ W 43 Ave,BUS ZN,49.232961,-123.155537,1094,55.92173167879217
1031,51022,Northbound West Blvd @ W 41 Ave,BUS ZN,49.2349,-123.155429,1099,75.24090698294287
1036,51027,Northbound Arbutus St @ W 33 Ave,BUS ZN,49.242436,-123.153359,1172,76.92502378897879
1037,51028,Northbound Arbutus St @ Valley Dr,BUS ZN,49.245478,-123.153186,1174,65.67966325105314
1035,51026,Northbound Arbutus St @ Quilchena Cres,BUS ZN,49.241393,-123.153894,1170,63.41798050472681
11069,51938,Westbound NW Marine Dr @ Tolmie St,BUS ZN,49.275093,-123.212054,49,61.30578061587177
11068,61133,Southbound Trimble St @ Belmont Ave,BUS ZN,49.273327,-123.205803,95,72.18123085210233
11061,61134,Westbound E 33 Ave @ Inverness St,BUS ZN,49.240296,-123.080645,4073,60.049620389276875
11060,61135,Eastbound E 33 Ave @ Inverness St,BUS ZN,49.240161,-123.079787,4084,51.63582264988935
11063,61092,Eastbound W 16 Ave @ Vine St,BUS ZN,49.25729,-123.157508,1050,58.02711795511632
11062,61103,Eastbound E 33 Ave @ Prince Edward St,BUS ZN,49.240343,-123.096513,3426,58.93595210943393
11065,51935,Northbound NW Marine Dr @ Belmont Ave,BUS ZN,49.274065,-123.205593,95,94.9014358202399
11064,61105,Eastbound E 33 Ave @ Somerville St,BUS ZN,49.240204,-123.085349,3851,51.60359750163086
11067,61125,Westbound W 15 Ave @ Birch St,BUS ZN,49.257964,-123.134406,1917,71.73929722260522
11066,51906,Eastbound NW Marine Dr @ Tolmie St,BUS ZN,49.274742,-123.211352,49,67.05607747319333
11322,58090,Southbound Smith Ave @ Belleville Ave,BUS ZN,49.239663,-123.019922,6528,538.1894841556839
11323,58088,Southbound Smith Ave @ Moscrop St,BUS ZN,49.242674,-123.019874,6513,556.8082931018512
11321,58089,Westbound Burke St @ Smith Ave,BUS ZN,49.23703,-123.020478,6525,464.58926718918303
11324,51728,Northbound Smith Ave @ Price St,BUS ZN,49.240426,-123.019753,6515,573.0221121222567
11325,51727,Northbound Smith Ave @ Brandon St,BUS ZN,49.23903,-123.019776,6528,572.3851946842162
11328,51726,Northbound Smith Ave @ Burke St,BUS ZN,49.237291,-123.019798,6525,556.6691508760803
11499,51480,Southbound Wesbrook Mall @ Thunderbird Blvd,BUS ZN,49.260754,-123.240994,7,3423.7014508542884
11495,59991,Westbound Expo Blvd @ Abbott St,BUS ZN,49.278791,-123.108015,2927,68.17102204155798
10813,51703,Southbound Rupert St @ E 1st Ave,BUS ZN,49.269052,-123.033883,6144,94.3175340107693
10812,59583,Southbound Main St @ E 49 Ave,BUS ZN,49.225333,-123.10178,3180,75.97813658726723
10810,50478,Northbound Cambie St @ W 18 Ave,BUS ZN,49.255125,-123.115019,2686,54.351755632075815
10816,59581,Northbound Main St @ E 16 Ave,BUS ZN,49.256943,-123.101068,3208,83.66863210936356
10815,51704,Southbound Rupert St @ E 3rd Ave,BUS ZN,49.267232,-123.033871,6142,72.74984805020935
10814,59580,Southbound Main St @ E 2nd Ave,BUS ZN,49.268688,-123.100898,3241,108.77979561645326
1850,51836,Eastbound SE Marine Dr @ Jellicoe St,BUS ZN,49.207592,-123.047214,5575,69.30702869371993
1851,51837,Eastbound SE Marine Dr @ Kerr St,BUS ZN,49.207748,-123.044803,5792,380.461721667826
1852,51838,Eastbound SE Marine Dr @ Fieldstone Ave,BUS ZN,49.208333,-123.035248,6013,373.74559068622267
1856,51842,Burrard Station @ Bay 4,BUS ZN,49.286899,-123.12119,2458,76.53376427620759
1857,51843,Burrard Station @ Bay 3,BUS ZN,49.286391,-123.121757,2416,36.90459125988924
604,50598,Southbound Blanca St @ W 4th Ave,BUS ZN,49.268693,-123.215183,20,93.59936756015198
607,50601,Westbound University Blvd @ Blanca St,BUS ZN,49.264016,-123.215915,14,106.5697254029829
606,50600,Blanca Loop @ Bay 2,BUS ZN,49.265146,-123.215302,15,78.90703516004761
601,50595,Westbound W 4th Ave @ Trimble St,BUS ZN,49.269028,-123.206426,90,83.96273236406813
1208,51199,Westbound Kingsway @ E 12 Ave,BUS ZN,49.260171,-123.096663,3448,74.48173897605612
602,50596,Westbound W 4th Ave @ Sasamat St,BUS ZN,49.269083,-123.209399,65,74.7168869698438
1204,51195,Westbound Kingsway @ Windsor St,BUS ZN,49.254147,-123.084079,3928,88.66844905655907
1207,51198,Westbound Kingsway @ St. George St,BUS ZN,49.25817,-123.093585,3578,116.92976988659278
1206,51197,Westbound Kingsway @ Fraser St,BUS ZN,49.257027,-123.090227,3697,89.92658470351853
609,50603,Westbound University Blvd @ 5300 Block,BUS ZN,49.265815,-123.235541,3,2209.80276340802
608,50602,Westbound University Blvd @ 5100 Block,BUS ZN,49.263693,-123.229837,7,1681.7439942157196
1203,51194,Westbound Kingsway @ Inverness St,BUS ZN,49.252366,-123.080257,4113,86.97932618234759
1202,51193,Westbound Kingsway @ Knight St,BUS ZN,49.25051,-123.076585,4282,76.76257582208102
8277,58044,Westbound E Broadway @ Lillooet St,BUS ZN,49.262004,-123.039504,5916,72.69196973230004
935,50927,Westbound W 10 Ave @ Fir St,BUS ZN,49.262724,-123.14034,1616,102.44711389568056
461,50457,Northbound Oak St @ W 22 Ave,BUS ZN,49.251967,-123.127311,2192,58.32134184324533
2059,52042,Westbound W 49 Ave @ Adera St,BUS ZN,49.227081,-123.144091,1511,77.53457164853792
463,50459,Northbound Oak St @ W 17 Ave,BUS ZN,49.256575,-123.127109,2208,78.12963089932002
462,50458,Northbound Oak St @ W 20 Ave,BUS ZN,49.253935,-123.127236,2198,92.80268368499144
10799,50475,King Edward Station @ Bay 2,BUS ZN,49.249415,-123.115245,2674,97.8770849947231
12334,59860,Eastbound Davie St @ Richards St,BUS ZN,49.275982,-123.124529,2330,50.74784404084006
12330,60103,Northbound Cambie St @ Nelson St,BUS ZN,49.276256,-123.117748,2578,63.72660697090678
12331,60104,Northbound Cambie St @ Robson St,BUS ZN,49.278318,-123.114655,2697,48.49351301891935
740,50733,Westbound E Hastings St @ Victoria Dr,BUS ZN,49.281297,-123.066124,4769,86.64517599159367
742,50735,Northbound Nanaimo St @ E Hastings St,BUS ZN,49.281413,-123.056378,5226,64.75967798130516
744,50737,Dunbar Loop @ Bay 1,BUS ZN,49.234424,-123.185469,378,77.78996397783514
745,50738,Marpole Loop @ Bay 1,BUS ZN,49.202789,-123.133802,1876,153.8105736009407
746,50739,Eastbound SW Marine Dr @ Oak St,BUS ZN,49.204348,-123.130671,2059,66.60639589564066
747,50740,Northbound Oak Cloverleaf @ SW Marine Dr,BUS ZN,49.205921,-123.128497,2179,137.69145276066578
749,50742,Northbound Oak St @ W 70 Ave,BUS ZN,49.208777,-123.13011,2068,71.40221581724197
1050,51041,Southbound Renfrew St @ Kitchener St,BUS ZN,49.271997,-123.04431,5734,66.92153735590732
1053,51044,Southbound Renfrew St @ E 5th Ave,BUS ZN,49.265468,-123.044419,5724,58.06001972387485
1058,51049,Southbound Renfrew St @ E 15 Ave,BUS ZN,49.255993,-123.044447,5712,74.42511073088791
1059,51050,Southbound Renfrew St @ E 17 Ave,BUS ZN,49.254177,-123.044433,5708,39.17443360858117
11047,61119,Westbound E 33 Ave @ Ontario St,BUS ZN,49.240633,-123.105056,3011,43.23975723390588
11046,50589,Westbound W 4th Ave @ Collingwood St,BUS ZN,49.268649,-123.182096,483,63.984192813212616
11044,61130,Westbound W 16 Ave @ Trafalgar St,BUS ZN,49.257758,-123.165382,879,79.55065672563124
11043,61127,Westbound W 16 Ave @ Burrard St,BUS ZN,49.257239,-123.146565,1440,85.97981063545849
11042,61131,Westbound W 16 Ave @ Blenheim St,BUS ZN,49.257961,-123.178447,554,65.0911423998095
11041,61129,Westbound W 16 Ave @ Vine St,BUS ZN,49.257435,-123.15827,1050,57.28354937183977
