id,type,street_count,vulnerability_score,longitude,latitude,transit_count,crime_count,stores_count,rtransit_count,schools_count,neighbors,crime_range,store_range,transit_range,rtransit_range,schools_range
33,Junction,4,0.0,-123.212189,49.26204353,0,0,0,0,0,"[(34, 100.5325524, 4418), (32, 100.5686682, 4634), (56, 221.1853722, 7644), (12, 223.6557723, 7738)]",4.222558621595236,5.537439890999276,1.450602689961619,0.0021903509435746917,0.06955842496795202
34,Junction,4,1.1600574427434838,-123.2121572,49.26294759,0,2,0,0,0,"[(35, 102.6595466, 4217), (33, 100.5325524, 4418), (57, 221.2799982, 7643), (13, 223.597737, 7737)]",5.82757439756752,8.285039165069662,1.7947769400155569,0.0022135052732839867,0.0708529098568309
35,Junction,4,1.0297859656221808,-123.212124,49.26387078,2,2,11,0,0,"[(36, 98.37435089, 4018), (34, 102.6595466, 4217), (58, 221.2247295, 7642), (14, 223.5721647, 7736)]",5.976499037149336,19.109852797791593,3.5610491274186225,0.002239312152604294,0.07365779514995273
36,Junction,4,0.0,-123.2120915,49.26475542,0,0,0,0,0,"[(37, 96.23547722, 3825), (35, 98.37435089, 4018), (60, 221.1148951, 7658), (15, 223.6107204, 7751)]",3.9829815448320893,8.527719865235724,1.925535002184521,0.00225673762029644,0.07734860582809269
37,Junction,4,0.0,-123.2120601,49.26562083,0,0,0,0,0,"[(38, 94.8702014, 3620), (36, 96.23547722, 3825), (61, 221.0531694, 7657), (16, 223.7175669, 7750)]",3.47309195587521,5.81988439070333,1.4933132559759563,0.0022895403204761904,0.08330202133619974
38,Junction,4,0.0,-123.2120289,49.26647397,0,0,0,0,0,"[(39, 94.84035191, 3409), (37, 94.8702014, 3620), (62, 221.0676791, 7656), (17, 223.6429441, 7749)]",3.44283646622056,4.534513082348953,1.3578429433546957,0.002281762220751399,0.08894520794992072
39,Junction,4,0.7397003733882802,-123.2119974,49.26732683,0,1,0,0,0,"[(40, 94.94219322, 3160), (38, 94.84035191, 3409), (63, 220.986079, 7655), (18, 223.6857617, 7748)]",4.378127001323672,3.7997100961310606,1.3879867683834544,0.002293275739538145,0.09847286003716267
40,Junction,4,1.2361394103058867,-123.2119666,49.26818061,0,2,0,0,0,"[(41, 96.86539573, 2952), (39, 94.94219322, 3160), (64, 221.0393399, 7654), (19, 223.6479775, 7747)]",5.154296705043786,3.3004146898259643,1.488332422092764,0.002278441360184102,0.10246950331006165
41,Junction,4,0.0,-123.2119353,49.26905169,1,0,0,0,0,"[(42, 130.8409665, 2486), (40, 96.86539573, 2952), (65, 221.028275, 7653), (20, 223.6463764, 7746)]",3.4353980266468156,3.002271320177685,2.2279608325557154,0.0023065447373890624,0.09445610177193607
42,Junction,4,0.0,-123.2118932,49.2702283,0,0,0,0,0,"[(43, 128.7935707, 2286), (41, 130.8409665, 2486), (59, 204.023496, 7652), (21, 223.5926545, 7745)]",2.7786921477738598,2.6403793426092412,1.2076292113413114,0.0022458756021827004,0.07884287671516593
43,Junction,5,0.0,-123.2118517,49.2713865,0,0,0,0,0,"[(44, 88.31569846, 2077), (42, 128.7935707, 2286), (51, 73.94421767, 7651), (24, 344.0830476, 7678), (27, 111.8386344, 7743)]",2.6695923492895868,2.48725627790748,1.0552071692029692,0.002218912321950244,0.07336006445878814
44,Junction,3,0.0,-123.211823,49.2721807,0,0,0,0,0,"[(45, 51.48766801, 1856), (43, 88.31569846, 2077), (68, 221.08381, 7649)]",2.5617096158522528,2.307535262891253,1.0044919623691138,0.0021751448481037213,0.06582176291199159
45,Junction,3,0.0,-123.211806,49.2726437,0,0,0,0,0,"[(46, 35.11239794, 1535), (44, 51.48766801, 1856), (28, 158.3417743, 7706)]",2.5890083062095197,2.21626029615275,1.0153526527617558,0.002150238065253712,0.062135410010353456
46,Junction,3,0.0,-123.2117945,49.27295946,0,0,0,0,0,"[(47, 86.49096101, 1534), (45, 35.11239794, 1535), (69, 221.023822, 7601)]",2.6179650898267592,2.158773160903746,1.0339795847576325,0.002133503205585327,0.05986230459263502
47,Junction,4,0.4475232137638106,-123.2117676,49.27373726,0,1,0,0,0,"[(46, 86.49096101, 1534), (48, 65.81465982, 1647), (70, 221.1780397, 7576), (28, 101.2765861, 7679)]",3.416682485428897,2.0617525105789802,1.2259632663502253,0.002129482922725633,0.05661369985901739
48,Junction,3,0.0,-123.2117464,49.27432911,0,0,0,0,0,"[(49, 65.71204356, 1449), (47, 65.81465982, 1647), (25, 223.2788268, 7728)]",2.8211334923212497,1.974506292698933,1.5356483861456367,0.002098725520916634,0.053223621051153316
49,Junction,4,0.5811664141181095,-123.211725,49.27492003,2,1,0,0,0,"[(48, 65.71204356, 1449), (71, 230.7361226, 7615), (26, 242.6901574, 7714)]",3.1936657645818283,1.907538589471242,2.818147262844092,0.0020835020109541574,0.05082330008441467
50,Dead end,1,0.0,-123.2117015,49.2755743,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
51,Junction,3,0.0,-123.2108355,49.27137032,0,0,0,0,0,"[(59, 183.1648562, 7575), (67, 147.2222756, 7650), (43, 73.94421767, 7651)]",2.702828252908371,2.6259908298603483,1.0301202869226826,0.002256608253978015,0.08124152964192563
52,Junction,3,0.0,-123.2092816,49.25828874,1,0,0,0,0,"[(53, 110.6347978, 5441), (77, 221.2618822, 7532), (29, 221.505463, 7648)]",2.787170114570316,3.3441129329310617,2.467221278552191,0.0021984390904082425,0.09439437685208253
53,Junction,4,0.0,-123.2092466,49.25928365,0,0,0,0,0,"[(54, 100.584538, 5252), (52, 110.6347978, 5441), (78, 221.266135, 7531), (30, 221.4067963, 7647)]",3.303864073749243,3.946894259424019,1.4573336304831304,0.00221374788557105,0.09025099438318865
54,Junction,4,0.355160814705073,-123.2092148,49.26018819,0,1,0,0,0,"[(55, 100.5388332, 4832), (53, 100.584538, 5252), (79, 221.3345173, 7530), (31, 221.2054186, 7646)]",4.898494527970377,4.826145786094171,1.2591834105389248,0.0022388225260550638,0.08988671258845314
55,Junction,4,2.313809674569013,-123.2091822,49.2610923,0,4,0,0,0,"[(56, 100.4665312, 4624), (54, 100.5388332, 4832), (80, 221.1885815, 7529), (32, 221.1506481, 7645)]",7.551043107571006,6.32467962276202,1.2319746137759726,0.0022701585555963267,0.08787797983711053
56,Junction,4,0.0,-123.2091499,49.26199577,0,0,0,0,0,"[(57, 100.39989, 4409), (55, 100.4665312, 4624), (81, 221.1522545, 7528), (33, 221.1853722, 7644)]",4.93508346940397,9.272035306278973,1.3391857907031195,0.0023023975608534694,0.08818286301601404
57,Junction,4,0.337754400898902,-123.2091167,49.26289863,0,1,0,0,0,"[(58, 102.8544298, 4209), (56, 100.39989, 4409), (82, 221.1449072, 7527), (34, 221.2799982, 7643)]",6.090735112027585,16.778906680795178,1.7004573128077773,0.002327547384267623,0.09073296348330515
58,Junction,4,1.899747479332856,-123.2090842,49.26382357,2,4,46,0,0,"[(60, 98.4044775, 4010), (57, 102.8544298, 4209), (83, 221.1395183, 7526), (35, 221.2247295, 7642)]",8.727400770901689,54.375448454773505,3.4493409956762173,0.0023556274915348453,0.09633781610773412
59,Junction,3,0.0,-123.2090894,49.27018517,0,0,0,0,0,"[(66, 66.49221356, 7574), (51, 183.1648562, 7575), (42, 204.023496, 7652)]",2.823290043758587,3.1515740991550953,1.2015869798998697,0.0023543419957343724,0.11145758070022062
60,Junction,4,0.6702242369160328,-123.2090532,49.26470851,0,2,0,0,0,"[(61, 96.33639285, 3814), (58, 98.4044775, 4010), (84, 221.1639516, 7542), (36, 221.1148951, 7658)]",6.549562123220187,17.425535215930264,1.7757200687203771,0.002374563100996011,0.10413547066423222
61,Junction,4,0.0,-123.2090225,49.26557484,0,0,0,0,0,"[(62, 94.93233487, 3611), (60, 96.33639285, 3814), (85, 221.1575702, 7541), (37, 221.0531694, 7657)]",4.248465916726984,9.803544726602118,1.4044796689470271,0.0024102506888638952,0.11733252838636281
62,Junction,4,0.0,-123.208991,49.26642852,0,0,0,0,0,"[(63, 94.70425041, 3398), (61, 94.93233487, 3611), (86, 221.1087245, 7540), (38, 221.0676791, 7656)]",3.66365603406297,6.787111759768539,1.284013758900787,0.002402024594165802,0.13354870831654128
63,Junction,4,0.0,-123.2089606,49.26728017,0,0,0,0,0,"[(64, 94.74955213, 3146), (62, 94.70425041, 3398), (87, 221.1175241, 7539), (39, 220.986079, 7655)]",3.6178149095323073,5.2533552713446,1.3029110141386475,0.0024146978512760973,0.16329487192435532
64,Junction,4,0.2574846067639487,-123.2089291,49.26813221,0,1,0,0,0,"[(65, 97.17031005, 2938), (63, 94.74955213, 3146), (88, 221.1608011, 7538), (40, 221.0393399, 7654)]",4.295902234267911,4.319662464648935,1.425626059447337,0.0023988240818814776,0.19077294913683834
65,Junction,4,0.0,-123.2088978,49.26900603,1,0,0,0,0,"[(66, 66.45058404, 2476), (64, 97.17031005, 2938), (75, 88.1252746, 7537), (41, 221.028275, 7653)]",3.3256227334484096,3.7730503717963044,2.26529306841668,0.0024294215551430264,0.15380489852691762
66,Junction,3,0.0,-123.208876,49.26960359,0,0,0,0,0,"[(67, 192.9083153, 2274), (65, 66.45058404, 2476), (59, 66.49221356, 7574)]",3.0556440145573722,3.427675714571458,1.4825938516691832,0.002391439899626446,0.12918956077223603
67,Junction,4,0.0,-123.2088122,49.27133834,0,1,0,0,0,"[(68, 87.1281369, 2069), (66, 192.9083153, 2274), (92, 221.1287655, 7534), (51, 147.2222756, 7650)]",3.5184479092450087,2.7610592080187795,1.0375184840303469,0.0023082524351153225,0.09074025727936161
68,Junction,4,0.0,-123.2087851,49.27212187,0,0,0,0,0,"[(69, 87.31776782, 1842), (67, 87.1281369, 2069), (93, 221.2055051, 7533), (44, 221.08381, 7649)]",2.699133976632145,2.542670437107878,1.010166998817206,0.002262368564682263,0.07949673566267447
69,Junction,3,0.0,-123.2087571,49.27290709,0,0,0,0,0,"[(70, 87.09013414, 1636), (68, 87.31776782, 1842), (46, 221.023822, 7601)]",2.445577475223484,2.3609067222038993,1.0535581478860105,0.00221777774443403,0.07079663518490628
70,Junction,4,0.0,-123.2087279,49.27369025,0,0,0,0,0,"[(71, 83.21629788, 1440), (69, 87.09013414, 1636), (95, 221.1721729, 7460), (47, 221.1780397, 7576)]",2.4348671968440856,2.2616302106320396,1.3080470465351675,0.0022308980047722185,0.06739393322023615
71,Junction,4,0.0,-123.2087007,49.27443858,1,0,0,0,0,"[(70, 83.21629788, 1440), (96, 228.6455736, 7503), (49, 230.7361226, 7615)]",2.2854290452342356,2.1320427966837814,1.9507603667659488,0.0021892363489850893,0.061430447273632144
72,Dead end,1,0.0,-123.208682,49.27494842,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
73,Dead end,1,0.0,-123.2078672,49.26980589,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
74,Dead end,1,0.3054590259283046,-123.2078031,49.27042309,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
75,Junction,3,0.0,-123.2076868,49.2689864,0,0,0,0,0,"[(90, 133.1115156, 7536), (65, 88.1252746, 7537)]",3.2096406054948265,3.78107397658724,1.6823300446377185,0.0024812428130103767,0.2060415501290662
76,Dead end,1,0.0,-123.207064,49.23604706,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
77,Junction,3,0.0,-123.2062416,49.25824243,1,0,0,0,0,"[(78, 110.5868904, 5455), (108, 222.4326257, 7431), (52, 221.2618822, 7532)]",2.664196212661081,3.565812566116651,2.2198761097458783,0.0023111556350391663,0.14156316124238144
78,Junction,4,0.0,-123.2062065,49.25923691,0,0,0,0,0,"[(79, 100.495335, 5264), (77, 110.5868904, 5455), (110, 221.3311389, 7430), (53, 221.266135, 7531)]",2.92819090543463,4.199594781602458,1.3187369346580062,0.002327675099449068,0.1272496203765847
79,Junction,4,0.0,-123.2061737,49.26014063,0,0,0,0,0,"[(80, 100.4600628, 4847), (78, 100.495335, 5264), (111, 221.26609, 7429), (54, 221.3345173, 7530)]",3.3331550352934753,5.131794728838625,1.1748785800757866,0.0023547178784608905,0.12380204243070916
80,Junction,4,0.0,-123.2061431,49.26104407,0,0,0,0,0,"[(81, 100.5906112, 4636), (79, 100.4600628, 4847), (113, 221.3172342, 7428), (55, 221.1885815, 7529)]",3.9209606806553894,6.73393015118803,1.1807243856741245,0.002388572115663783,0.1188485628100053
81,Junction,4,0.0,-123.2061112,49.26194865,0,0,0,0,0,"[(82, 100.5278461, 4420), (80, 100.5906112, 4636), (114, 221.2697755, 7427), (56, 221.1522545, 7528)]",4.625692604026279,9.926074853526643,1.3089468291289064,0.0024234770235614777,0.11933630515363759
82,Junction,4,0.7469285609085383,-123.2060781,49.26285266,0,2,0,0,0,"[(83, 102.6040479, 4220), (81, 100.5278461, 4420), (115, 221.1884005, 7426), (57, 221.1449072, 7527)]",7.387109517790176,18.185421702825476,1.6835679799508878,0.002450892830427105,0.12524496672342872
83,Junction,4,2.850425589839578,-123.2060456,49.26377536,2,8,52,0,0,"[(84, 98.46313361, 4020), (82, 102.6040479, 4220), (116, 221.1512959, 7425), (58, 221.1395183, 7526)]",12.1329175117395,60.1180605042049,3.43724635537431,0.002481467214483641,0.13870109193818442
