id,type,street_count,vulnerability_score,longitude,latitude,transit_count,crime_count,stores_count,rtransit_count,schools_count,neighbors,crime_range,store_range,transit_range,rtransit_range,schools_range
1414,Junction,3,0.0,-123.1465742,49.21324027,1,0,0,0,0,"[(1513, 222.8680389, 1899), (1337, 138.0571544, 2128), (1398, 100.9562513, 10306)]",4.573031993500024,3.9741909359752885,2.4156203170454615,0.0046992050208797724,0.08648106462394586
1415,Junction,4,0.540478427386409,-123.1465679,49.22704651,1,2,0,0,0,"[(1476, 115.774926, 2116), (1368, 99.51114252, 2117), (1417, 200.8904856, 9272), (1413, 241.6771765, 9391)]",7.969309857643195,3.4145454869202236,2.976585438773461,0.00640650438920667,0.12202701235574705
1416,Junction,4,0.0,-123.1465595,49.23815605,0,0,0,0,0,"[(1492, 169.3341502, 2103), (1402, 31.51233565, 2104), (1452, 123.2170472, 8333), (1387, 162.5152784, 8396)]",6.607732669882083,4.643618392953663,1.5212795128655168,0.0068981384180913635,0.16631301012882516
1417,Junction,4,0.0,-123.1465023,49.22885306,0,0,0,0,0,"[(1478, 115.7676691, 2114), (1371, 99.66358732, 2115), (1419, 206.7210861, 9152), (1415, 200.8904856, 9272)]",5.6926079260509255,3.54493841916114,1.5861940556480416,0.006369496682314303,0.12147248779609793
1418,Junction,3,0.0,-123.1463873,49.20861805,0,0,0,0,0,"[(1470, 91.41650959, 1854), (1350, 149.2819163, 2074), (1420, 104.4454387, 10723)]",4.322426136670785,3.5699927559264073,0.8595226030647464,0.004578454733173403,0.13567595007938302
1419,Junction,4,0.0,-123.1464344,49.23071203,0,0,0,0,0,"[(1480, 115.7947137, 2112), (1375, 99.66356069, 2113), (1422, 206.8704622, 8832), (1417, 206.7210861, 9152)]",5.433455463462778,4.017111184092157,1.479198474963626,0.006451507707790379,0.15285863921923803
1420,Junction,3,0.0,-123.1463567,49.20955735,0,0,0,0,0,"[(1421, 117.4527808, 10707), (1418, 104.4454387, 10723)]",3.8051174963048706,3.0293353169988566,0.790972368162436,0.004353058974510688,0.1018499648661716
1421,Junction,3,0.7397003733882802,-123.1463205,49.2106136,0,1,0,0,0,"[(1333, 163.9609847, 2131), (1420, 117.4527808, 10707)]",4.38304833208952,2.7097188295062815,0.7878964393636575,0.004198115966354382,0.08531210192270403
1422,Junction,4,0.0,-123.1463657,49.23257234,0,0,0,0,0,"[(1481, 115.7884603, 2110), (1378, 99.66662648, 2111), (1424, 206.4027554, 8686), (1419, 206.8704622, 8832)]",5.414589000277234,4.735074073289839,1.6961719544650775,0.006656668624543461,0.14923137059779176
1423,Junction,3,0.2023000271287771,-123.1464368,49.27067075,0,1,27,0,0,"[(1425, 97.9901634, 1745), (1464, 69.3534418, 2306), (1377, 103.0512413, 2307)]",18.55831731603745,46.450319994413725,1.7197954354030582,0.012606492332847979,0.18035858379415545
1424,Junction,3,0.0,-123.146297,49.23442844,1,0,0,0,0,"[(1483, 115.7888155, 2108), (1381, 99.67173583, 2109), (1422, 206.4027554, 8686)]",5.931442315953809,5.877198196157072,3.2818548039449906,0.007017436094859057,0.16506180783972527
1425,Junction,3,1.276145666027838,-123.1463994,49.27155185,0,4,1,0,0,"[(1427, 98.12171659, 1553), (1423, 97.9901634, 1745), (1379, 103.4239138, 2357)]",19.90460921587738,23.603269655317952,1.6345650945598549,0.012753403108064684,0.19330525559067507
1426,Dead end,1,0.0,-123.1461923,49.21278088,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1427,Junction,4,0.8178055328847609,-123.1463622,49.27243413,0,2,0,0,0,"[(1428, 121.1151835, 1319), (1425, 98.12171659, 1553), (1474, 87.35806869, 2191), (1380, 103.6967966, 2192)]",18.45947520694743,18.837593329637848,1.7293483053299,0.013069071511382847,0.23782793614008502
1428,Junction,3,2.3959127853169653,-123.1463156,49.27352316,0,3,0,0,0,"[(1429, 100.0569507, 1085), (1427, 121.1151835, 1319), (1383, 104.5651849, 2231)]",17.920541133127546,13.29824206475712,1.3777934373010152,0.012101146842528448,0.1686561955346855
1429,Junction,3,0.4342313267918116,-123.146278,49.27442285,0,1,0,0,0,"[(1431, 98.19088509, 877), (1428, 100.0569507, 1085), (1385, 104.3460736, 2194)]",14.361027933071698,10.887409553752473,1.2044640436606933,0.01138561080512141,0.1377399308586053
1430,Dead end,1,0.0,-123.146086,49.21145762,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1431,Junction,3,0.0,-123.1462407,49.27530576,0,0,0,0,0,"[(1434, 98.10091509, 673), (1429, 98.19088509, 877), (1389, 104.6419838, 2352)]",12.348857525591974,9.381437546977368,1.0885057091515489,0.01074733823196074,0.11890883910451913
1432,Junction,3,0.0,-123.14605,49.21234159,0,0,0,0,0,"[(1510, 182.2627246, 1900), (1449, 104.8691106, 10612)]",4.474916314365883,4.437807334087709,1.0547761251472876,0.004545496587193728,0.08052555676309782
1433,Junction,4,0.0,-123.1461293,49.24751739,0,0,0,0,0,"[(1484, 103.8592344, 2051), (1391, 105.1469562, 2255), (1437, 222.4660689, 7149), (1463, 229.2718393, 7346)]",7.13588677060405,4.981489717736486,1.6725561824687494,0.00775842366073267,0.26703174786382083
1434,Junction,3,0.8783501692413388,-123.1462035,49.27618786,0,2,0,0,0,"[(1435, 63.97719267, 457), (1431, 98.10091509, 673), (1392, 105.0036032, 2251)]",12.538730949426876,8.313748984097467,1.0008570058533204,0.010165176256388459,0.10586010493526489
1435,Junction,3,0.0,-123.146179,49.27676312,0,0,0,0,0,"[(1434, 63.97719267, 457), (1393, 105.5392815, 2260)]",10.941514581230498,7.720545451229441,0.947482688726764,0.009812280627143876,0.09876331011693372
1436,Dead end,1,0.0,-123.1461553,49.27732975,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1437,Junction,4,0.0,-123.1460654,49.24951808,0,0,0,0,0,"[(1487, 104.5010929, 2138), (1394, 104.4796865, 2348), (1465, 233.192272, 6612), (1433, 222.4660689, 7149)]",8.135909976670225,5.511437873329906,2.3932349638804737,0.008296616960747608,0.47314560302300135
1438,Junction,4,0.0,-123.1460181,49.25622267,0,0,0,0,0,"[(1512, 172.3963719, 1965), (1348, 172.5063113, 2303), (1440, 104.489696, 5520), (1362, 251.4733914, 5711)]",9.500794312324096,8.443282504334817,2.0675745076687044,0.008784444988618413,0.19590245719887528
1439,Junction,3,0.0,-123.1460131,49.25460539,0,0,0,0,0,"[(1362, 152.5290588, 2304), (1490, 161.4158026, 6035), (1411, 156.6282, 6219)]",8.2981716182781,7.228292351165363,1.5803449734760677,0.008249360226699863,0.18435818384952218
1440,Junction,4,1.5634995002063654,-123.1459844,49.25716232,2,2,0,0,0,"[(1514, 172.0828322, 2094), (1351, 172.3920289, 2302), (1442, 104.4403353, 5318), (1438, 104.489696, 5520)]",11.531535288332934,9.191206251712373,3.6948254704919896,0.009066624162927795,0.19512442732035207
1441,Junction,3,0.0,-123.1458295,49.20583019,0,0,0,0,0,"[(1547, 286.6235351, 1536), (1399, 103.735269, 1905), (1467, 150.07137, 10765)]",3.0563572356211175,2.4968311829083207,0.6721131767466575,0.004058478733845899,0.2104300365870524
1442,Junction,4,0.0,-123.1459534,49.25810156,0,0,0,0,0,"[(1520, 172.4274175, 2093), (1353, 172.3984258, 2301), (1443, 102.371954, 5145), (1440, 104.4403353, 5318)]",10.56673421146135,10.041982347306481,2.1623852692446817,0.009154841259764509,0.20047813242968165
1443,Junction,4,0.0,-123.1459184,49.25902213,0,0,0,0,0,"[(1523, 172.4290556, 2092), (1354, 172.4584898, 2300), (1444, 102.3495272, 4727), (1442, 102.371954, 5145)]",11.651903588145109,11.52863862571783,1.9779026968770161,0.009451452799332166,0.217184189150924
1444,Junction,4,1.145071604570497,-123.145884,49.25994251,0,2,0,0,0,"[(1528, 172.416862, 2091), (1355, 172.4616453, 2299), (1445, 104.5210538, 4503), (1443, 102.3495272, 4727)]",13.896459834113603,12.977626805922036,2.02307583705257,0.009748129041070221,0.2436695734792134
1445,Junction,4,0.0,-123.145848,49.2608824,0,0,0,0,0,"[(1529, 172.4032628, 2090), (1357, 172.4616184, 2298), (1446, 104.5096078, 4288), (1444, 104.5210538, 4503)]",13.519903207520693,15.07147118935183,2.323707359392405,0.010089274224028427,0.2914276752456408
1446,Junction,4,0.3446121833475176,-123.1458133,49.26182221,0,1,0,0,0,"[(1531, 172.4314686, 2089), (1358, 172.4601784, 2297), (1448, 102.3878879, 4102), (1445, 104.5096078, 4288)]",14.95141072941377,18.285352332174508,2.17677003389672,0.010453543586594095,0.38188183446874224
1447,Dead end,1,0.0,-123.1456559,49.21060291,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1448,Junction,4,0.0,-123.1457782,49.26274292,0,0,0,0,0,"[(1532, 172.3694174, 2088), (1360, 172.5085463, 2296), (1450, 107.3488903, 3906), (1446, 102.3878879, 4102)]",16.44399733455567,24.550582105149314,2.42313275522899,0.01088538698566343,0.585965673897195
1449,Junction,3,0.3697296376497264,-123.1455986,49.21144583,0,1,0,0,0,"[(1507, 146.9362895, 1901), (1432, 104.8691106, 10612), (1468, 100.7662885, 10673)]",5.335264552121663,4.8275221783686835,0.9984675869592637,0.004611809256124848,0.0813013920873464
1450,Junction,4,2.724204923038432,-123.1457424,49.26370826,2,9,21,0,1,"[(1535, 172.4849299, 2136), (1363, 172.637888, 2346), (1451, 101.3605243, 3705), (1448, 107.3488903, 3906)]",25.574191540642254,48.697233050610066,4.053676316215044,0.011374371744381483,1.4497631772844872
1451,Junction,4,0.495722748653993,-123.1457087,49.26461975,0,1,22,0,0,"[(1536, 172.4582524, 2135), (1367, 172.5452094, 2345), (1453, 93.18705766, 3510), (1450, 101.3605243, 3705)]",19.257581896624696,48.07394260742757,2.391052103416914,0.011549710383466928,0.5724072745987143
1452,Junction,4,0.0,-123.1456165,49.23903682,0,0,0,0,0,"[(1493, 102.9320196, 2102), (1403, 97.99045546, 2319), (1454, 99.33515638, 8274), (1416, 123.2170472, 8333)]",6.938701771226565,4.45362855952784,1.4838500887483657,0.006991289108036938,0.1608089204685472
1453,Junction,4,1.8579625100620727,-123.1456776,49.26545774,0,4,3,0,0,"[(1537, 172.438301, 2134), (1369, 172.5696461, 2344), (1455, 93.17434834, 3273), (1451, 93.18705766, 3510)]",20.144956177517617,32.94338649465166,2.127570611206999,0.011797070080694281,0.3856275855095446
1454,Junction,4,0.796350747037556,-123.1455839,49.2399301,0,1,0,0,0,"[(1494, 102.8032392, 2101), (1406, 97.99828324, 2317), (1459, 225.5353037, 7894), (1452, 99.33515638, 8274)]",7.472984339785251,4.415167493012733,1.462513903688469,0.006991442045727524,0.15790031136698338
1455,Junction,4,0.0,-123.1456463,49.26629561,0,0,12,0,0,"[(1538, 172.4135735, 2132), (1370, 172.5142325, 2343), (1457, 95.31789827, 3052), (1453, 93.17434834, 3273)]",17.02454452318166,37.40323305126568,2.1407054910232906,0.012096827808526304,0.29364609357468263
1456,Junction,4,0.9638321006562502,-123.1456301,49.26802107,2,3,24,0,0,"[(1540, 175.8743204, 2118), (1373, 168.8856343, 2330), (1458, 96.92713023, 2375), (1457, 96.54077728, 2834)]",21.23565819798442,50.31907442367358,4.276733177878976,0.012452585528838949,0.20921690630262782
1457,Junction,4,0.7700431458051551,-123.1456143,49.26715276,0,1,6,0,0,"[(1539, 172.4222478, 2127), (1372, 172.431025, 2337), (1456, 96.54077728, 2834), (1455, 95.31789827, 3052)]",18.304964440789504,35.59930822362201,2.4501516557557155,0.012053137935514546,0.24004409918373473
1458,Junction,4,2.023144001474611,-123.1456017,49.26889275,2,5,0,0,0,"[(1541, 176.2291317, 2106), (1461, 98.10557948, 2183), (1374, 168.5595111, 2324), (1456, 96.92713023, 2375)]",22.278842737323323,27.07094108523622,4.150215770366056,0.012517576173107456,0.1886198980632683
1459,Junction,4,0.0,-123.1455153,49.24195835,0,0,0,0,0,"[(1497, 102.917715, 2100), (1410, 92.78776592, 2313), (1460, 177.4904943, 7755), (1454, 225.5353037, 7894)]",6.87182952681118,4.433349867943066,1.4871532215478214,0.007041169217608477,0.16463122784259018
1460,Junction,4,0.0,-123.1454726,49.24355467,0,0,0,0,0,"[(1508, 132.1878094, 2099), (1405, 106.9877682, 2312), (1463, 219.4284483, 7549), (1459, 177.4904943, 7755)]",6.212188827483743,4.441874902304551,1.4394075294556097,0.007185835871749975,0.17108006873889015
1461,Junction,4,0.3212010745647914,-123.1455314,49.26977403,0,1,0,0,0,"[(1464, 98.04360632, 1963), (1542, 173.5401651, 2098), (1458, 98.10557948, 2183), (1376, 171.3049328, 2310)]",19.065095193504238,22.89556095349171,2.339711950130597,0.013001137375258733,0.17794191120263603
1462,Dead end,1,1.0305434398421482,-123.1455585,49.29033377,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1463,Junction,4,0.0,-123.1454205,49.24552818,0,0,0,0,0,"[(1499, 109.1997039, 2097), (1404, 113.5009022, 2308), (1433, 229.2718393, 7346), (1460, 219.4284483, 7549)]",6.372638721470623,4.592918848035193,1.4683553967452656,0.007419413833975252,0.19432391073464825
1464,Junction,4,1.9552336580816485,-123.1454837,49.27065539,0,3,0,0,0,"[(1474, 198.9624967, 1515), (1461, 98.04360632, 1963), (1543, 172.4494515, 2096), (1423, 69.3534418, 2306)]",19.71074441652389,26.893634765806624,1.8608137816271997,0.013172277228078618,0.17238098548854322
1465,Junction,4,1.1853708535755871,-123.1454195,49.25156274,0,2,0,0,0,"[(1521, 140.9153108, 2048), (1397, 132.9096249, 2248), (1477, 107.751995, 6528), (1437, 233.192272, 6612)]",9.500389380343421,5.9248712951713856,1.6888072493602495,0.008205570232957175,0.37849036673782804
1466,Junction,3,0.0,-123.1452729,49.21941024,0,0,0,0,0,"[(1501, 108.4616316, 1897), (1407, 113.8732941, 2125), (1469, 262.0959971, 9924)]",5.437428699985605,3.3153447877471534,1.1017271028859956,0.005377091499398995,0.08735306272522951
1467,Psudo,2,0.0,-123.1451876,49.2070487,0,0,0,0,1,"[(1470, 172.2865374, 10725), (1441, 150.07137, 10765)]",3.5579873614588613,3.057196873070657,0.7534811789483455,0.004370153740273494,1.054719209629521
1468,Junction,2,0.0,-123.1451677,49.21058448,0,0,0,0,0,"[(1505, 113.4085645, 1902), (1449, 100.7662885, 10673)]",4.653779229572266,4.976426290688869,0.9502339900989777,0.00462621579294604,0.08402472168419908
1469,Junction,4,1.3350431687555853,-123.1451809,49.22176709,0,3,0,0,0,"[(1504, 108.7887495, 1896), (1409, 113.8760836, 2123), (1472, 263.7350259, 9573), (1466, 262.0959971, 9924)]",8.337586238723667,2.960798800068419,1.1685143881521818,0.005680665566626294,0.08881068714268193
1470,Junction,3,0.2023000271287771,-123.1451326,49.20859804,0,1,0,0,0,"[(1491, 70.8229101, 1853), (1418, 91.41650959, 1854), (1467, 172.2865374, 10725)]",5.408555697924143,4.285701359370431,0.937235881480187,0.004796166027468661,0.19748410858102147
1471,Dead end,1,0.0,-123.1451205,49.20953862,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1472,Junction,4,0.0,-123.1450891,49.22413869,0,0,0,0,0,"[(1506, 105.9358399, 1894), (1412, 113.8125877, 2121), (1473, 79.44604328, 9538), (1469, 263.7350259, 9573)]",5.505392524165278,2.9902598183289135,1.3245058717236506,0.006052757250173294,0.0955190763902051
1473,Junction,3,0.4705866415856499,-123.1450617,49.2248531,0,1,0,0,0,"[(1413, 114.2938116, 2119), (1476, 241.6908225, 9386), (1472, 79.44604328, 9538)]",6.2426308713536125,3.0040448176581815,1.4094169590416439,0.006153870100021698,0.09879075010101063
1474,Junction,3,0.2762516676992083,-123.1451616,49.27241649,0,1,0,0,0,"[(1464, 198.9624967, 1515), (1427, 87.35806869, 2191), (1978, 1067.752973, 10983)]",16.947379618716774,15.932010910798864,1.6342921534193198,0.013797065354889738,0.19118194765942279
1475,Dead end,1,0.0,-123.144946,49.21014394,0,0,0,0,0,[],0.0,0.0,0.0,0.0,0.0
1476,Junction,4,1.5874325066320676,-123.1449781,49.22702648,1,4,0,0,0,"[(1511, 102.6313683, 1890), (1415, 115.774926, 2116), (1478, 200.3871634, 9267), (1473, 241.6908225, 9386)]",10.066751673284891,3.274037435460824,3.056928976862645,0.006797304519647161,0.11718565730796052
1477,Junction,3,0.0,-123.1450179,49.25249546,0,0,0,0,0,"[(1517, 165.9398093, 1949), (1482, 111.8749991, 6342), (1465, 107.751995, 6528)]",7.86621187656867,6.159561639097206,1.5571232320444721,0.008216450221948361,0.2610340970769747
1478,Junction,4,0.2473386858938681,-123.1449127,49.2288285,0,1,0,0,0,"[(1518, 102.6376428, 1888), (1417, 115.7676691, 2114), (1480, 206.7196866, 9145), (1476, 200.3871634, 9267)]",6.665881231781491,3.3916322383632855,1.665921517323115,0.0067329509372043165,0.1199836947084622
1479,Dead end,1,0.0,-123.1450241,49.29073318,0,2,0,0,0,[],2.0,0.0,0.0,0.0,0.0
1480,Junction,4,0.0,-123.1448443,49.23068746,0,0,0,0,0,"[(1527, 102.6606903, 1886), (1419, 115.7947137, 2112), (1481, 206.8843035, 8824), (1478, 206.7196866, 9145)]",5.812751267338112,3.7692938014147304,1.5596148126586982,0.006808059056024064,0.1463019549651443
1481,Junction,4,0.0,-123.1447757,49.23254789,0,0,0,0,0,"[(1530, 102.6612496, 1884), (1422, 115.7884603, 2110), (1483, 206.3887602, 8676), (1480, 206.8843035, 8824)]",5.468807796577815,4.324928956529426,1.7914917164669344,0.0070269008349774465,0.14960929187022048
1482,Junction,3,0.0,-123.1448009,49.25348843,0,0,0,0,0,"[(1411, 148.0875992, 2234), (1516, 132.820959, 6112), (1477, 111.8749991, 6342)]",7.863508010282041,6.600293189103497,1.5515893164651502,0.008236133501028328,0.21439760800744745
1483,Junction,4,0.0,-123.1447069,49.23440386,1,0,0,0,0,"[(1534, 102.6301917, 1882), (1424, 115.7888155, 2108), (1485, 144.1196311, 8629), (1481, 206.3887602, 8676)]",5.973157641709922,5.155711543076179,3.4102745979312594,0.007426745307770062,0.16914955261745881
1484,Junction,4,0.0,-123.1447027,49.24749485,0,0,0,0,0,"[(1585, 230.2769006, 1822), (1433, 103.8592344, 2051), (1487, 222.4787492, 7154), (1488, 105.8294414, 7389)]",6.911184857874445,4.913715658567869,1.7533507916745763,0.007982448364638,0.35104894205084547
1485,Junction,4,0.0,-123.1446614,49.23569991,0,0,0,0,0,"[(1573, 202.4362383, 1880), (1384, 215.3759801, 2107), (1486, 132.9353587, 8451), (1483, 144.1196311, 8629)]",5.853982336764179,4.63345535710775,2.003628457201798,0.007269266358175607,0.185439049762335
1486,Junction,3,0.0,-123.1446099,49.23689502,0,0,0,0,0,"[(1387, 215.9026802, 2105), (1489, 75.42347504, 8424), (1485, 132.9353587, 8451)]",6.117116826362672,4.353501596221625,1.6598599870264283,0.007138031133209115,0.17087977210185057
1487,Junction,4,1.5713562816144375,-123.1446299,49.24949553,2,0,0,0,1,"[(1589, 230.281056, 1910), (1437, 104.5010929, 2138), (1495, 161.5518056, 6737), (1484, 222.4787492, 7154)]",7.887559120992745,5.446698398374364,3.7537872479868035,0.008551148616390041,1.2895297097587373
1488,Junction,3,0.0,-123.1443606,49.24656961,0,0,0,0,0,"[(1584, 202.9800702, 1872), (1484, 105.8294414, 7389), (1499, 122.6541035, 7497)]",6.582147509776236,4.68901521265227,1.590295713418371,0.0078094588481098706,0.27015941036068597
1489,Junction,3,0.0,-123.1442611,49.23752806,0,0,0,0,0,"[(1533, 98.08663479, 1848), (1492, 66.05533227, 8423), (1486, 75.42347504, 8424)]",6.749674659262291,4.276214914634455,1.7055786037966996,0.007364876865963523,0.17622170456525335
1490,Junction,3,0.0,-123.1442989,49.25549906,0,0,0,0,0,"[(1567, 157.2812106, 1832), (1512, 94.2103795, 5856), (1439, 161.4158026, 6035)]",9.144655656310485,8.133796526252151,1.6486005733915652,0.008745635131898648,0.17669117759687208
1491,Junction,3,0.0,-123.1441605,49.20858419,0,0,0,0,0,"[(1503, 34.6520827, 1852), (1470, 70.8229101, 1853)]",5.330798522604586,5.168521749710372,1.0340081586186285,0.004995638672957038,0.1504059199167758
1492,Junction,4,0.6792724123841906,-123.1442339,49.23812187,0,2,0,0,0,"[(1570, 159.7514674, 1877), (1416, 169.3341502, 2103), (1493, 99.33027047, 8359), (1489, 66.05533227, 8423)]",8.386480273141487,4.266896342001057,1.6723933443149708,0.0073188854555153405,0.17138380434013087
1493,Junction,3,1.3036000298932209,-123.1442029,49.23901514,0,2,0,0,0,"[(1452, 102.9320196, 2102), (1494, 99.32489944, 8303), (1492, 99.33027047, 8359)]",8.622927854790644,4.281644067004875,1.5700350398899325,0.007269018244855807,0.16556561160893324
1494,Junction,4,0.192385312893967,-123.1441719,49.23990836,0,1,0,0,0,"[(1554, 201.1267475, 1838), (1454, 102.8032392, 2101), (1497, 225.602108, 7906), (1493, 99.32489944, 8303)]",7.8034946565300425,4.272537696040501,1.537894391347274,0.007258764309924515,0.1628684971257916
1495,Junction,3,1.051192975051124,-123.1441912,49.25091164,0,4,0,0,0,"[(1597, 202.1608154, 1809), (1521, 120.3010758, 6649), (1487, 161.5518056, 6737)]",11.075293917432186,5.585087811071451,1.8845711646153018,0.008394761037746532,0.5272766092258857
1496,Junction,3,0.2734891510222162,-123.1442598,49.28947681,0,0,0,0,0,"[(1519, 60.04925315, 674), (1545, 140.8117474, 2372)]",16.3249551506685,10.104886893226729,1.1642466918314756,0.010670772409974695,0.08055777926994463
1497,Junction,4,1.0406810453006128,-123.1441017,49.24193718,0,2,0,0,0,"[(1557, 129.3333423, 1876), (1459, 102.917715, 2100), (1508, 171.3069223, 7768), (1494, 225.602108, 7906)]",8.235748605211445,4.325990007810466,1.5551269746482728,0.007292084906034404,0.17305998975161677
1498,Junction,4,0.3697296376497264,-123.1438432,49.21767302,0,1,0,0,0,"[(1650, 271.2248271, 1687), (1346, 324.174617, 1725), (1500, 94.46818994, 10075), (1525, 102.1240547, 10126)]",6.893736560849264,3.248139227165445,1.2175873501254613,0.005480101151908558,0.09979443954613411
1499,Junction,4,0.0,-123.1439206,49.24550459,0,0,0,0,0,"[(1582, 168.1618859, 1873), (1463, 109.1997039, 2097), (1488, 122.6541035, 7497), (1508, 233.7932172, 7562)]",6.486099751288088,4.514720193685093,1.5421196147328502,0.0076507191821049,0.22317823710000817
1500,Junction,4,0.0,-123.1438135,49.21852256,0,0,0,0,0,"[(1652, 265.9266283, 1686), (1349, 324.0436021, 1723), (1501, 96.64951541, 10033), (1498, 94.46818994, 10075)]",5.904289651277645,3.1668604623233025,1.1893450695700705,0.005524773219339367,0.09527049623372581
1501,Junction,4,0.2259481555339872,-123.1437838,49.21939173,0,1,0,0,0,"[(1653, 265.9736361, 1685), (1466, 108.4616316, 1897), (1504, 261.957168, 9917), (1500, 96.64951541, 10033)]",6.593727041918328,3.1863981253620652,1.2316635394692435,0.005597696777091765,0.09221083564621388
1502,Dead end,1,0.0,-123.1439663,49.29143713,0,1,0,0,0,[],1.0,0.0,0.0,0.0,0.0
1503,Junction,3,0.0,-123.1436849,49.20857723,0,0,0,0,0,"[(1560, 110.3565775, 1644), (1491, 34.6520827, 1852), (1505, 220.3940179, 10682)]",5.664796083309254,5.774308332139927,1.09707049730418,0.005099243923156904,0.13717300650161113
1504,Junction,4,1.197912012932322,-123.1436872,49.22174726,0,2,0,0,0,"[(1572, 131.7142373, 1895), (1469, 108.7887495, 1896), (1506, 263.8376978, 9561), (1501, 261.957168, 9917)]",7.877676887701819,2.9047991681257144,1.2847342315789727,0.005916898320334082,0.091357970908035
1505,Junction,4,0.0,-123.1436111,49.21055915,0,0,0,0,0,"[(1569, 116.0442206, 1697), (1468, 113.4085645, 1902), (1507, 94.88807635, 10671), (1503, 220.3940179, 10682)]",5.867574627803469,7.150638926195304,1.1659849352916987,0.004910411885085215,0.09955094623855955
1506,Junction,4,0.0,-123.1436345,49.22412029,0,0,0,0,0,"[(1574, 134.763402, 1893), (1472, 105.9358399, 1894), (1511, 321.1213509, 9393), (1504, 263.8376978, 9561)]",5.334897209198874,2.912741537456237,1.4063434882619452,0.006306596928673811,0.09610666726733416
1507,Junction,4,0.6894490858690777,-123.1435818,49.21141243,0,1,0,0,0,"[(1638, 230.8528032, 1695), (1449, 146.9362895, 1901), (1510, 98.7749144, 10609), (1505, 94.88807635, 10671)]",6.6208628040653545,7.453810045763172,1.3699297554404473,0.004977011065043792,0.09753629432323863
1508,Junction,5,0.0,-123.1436729,49.24344506,0,0,0,0,0,"[(1568, 126.0372481, 1875), (1460, 132.1878094, 2099), (1581, 262.9290616, 7550), (1499, 233.7932172, 7562), (1497, 171.3069223, 7768)]",6.409240671455071,4.367017558034863,1.5396612427629301,0.00748400702461204,0.18899894588677782
1509,Dead end,1,0.2084924617347612,-123.1435664,49.20711173,0,1,0,0,0,[],1.0,0.0,0.0,0.0,0.0
1510,Junction,4,0.0,-123.1435483,49.21230067,0,0,0,0,0,"[(1639, 230.6331626, 1694), (1432, 182.2627246, 1900), (1513, 98.97637554, 10585), (1507, 98.7749144, 10609)]",6.365535042453092,7.124974252238763,1.762874424639314,0.004940109298856245,0.10024477163514056
1511,Junction,4,1.2200718601416456,-123.1435688,49.22700854,1,3,0,0,0,"[(1576, 138.4002596, 1889), (1476, 102.6313683, 1890), (1518, 199.9852197, 9250), (1506, 321.1213509, 9393)]",9.058466525401666,3.14275175881012,3.110416836483654,0.007104267140339433,0.11468414343119741
1512,Junction,4,0.2259481555339872,-123.1436496,49.25618495,0,1,0,0,0,"[(1605, 194.4691906, 1743), (1438, 172.3963719, 1965), (1514, 104.5458682, 5625), (1490, 94.2103795, 5856)]",10.61501404958562,9.001629548013788,1.7982381571235306,0.009105635719719684,0.18656631832851006
1513,Junction,4,1.4357279434723773,-123.143515,49.21319072,2,3,0,0,0,"[(1640, 230.323683, 1693), (1414, 222.8680389, 1899), (1515, 94.99948537, 10299), (1510, 98.97637554, 10585)]",8.380629336497917,6.643119250250271,3.424638878701531,0.005192808648171666,0.10894350584407295
1514,Junction,4,0.0,-123.1436202,49.25712515,0,0,0,0,0,"[(1607, 172.7108653, 1870), (1440, 172.0828322, 2094), (1520, 104.4216655, 5433), (1512, 104.5458682, 5625)]",10.686895213687372,9.81030139359072,2.0513869335324286,0.009399559582179098,0.18857791883660646
1515,Junction,4,0.0,-123.1434831,49.21404501,0,0,0,0,0,"[(1641, 230.1857377, 1692), (1398, 256.81295, 1729), (1522, 104.2441758, 10256), (1513, 94.99948537, 10299)]",5.840222340245345,5.630268972842918,1.8872373306816133,0.005117771388250973,0.1226290135076065
1516,Junction,3,0.0,-123.1435858,49.25431273,0,0,0,0,0,"[(1593, 157.4109195, 1734), (1567, 207.6527522, 6020), (1482, 132.820959, 6112)]",8.15417891584708,7.118307549894036,1.5824831852019172,0.008581210677916378,0.18576581425252464
1517,Junction,3,0.0,-123.1435803,49.25362556,0,0,0,0,0,"[(1593, 173.8576047, 1733), (1477, 165.9398093, 1949), (1564, 157.989457, 6341)]",7.6845061609332035,6.43852364935671,1.6008564289535336,0.008618078480923318,0.24752726689860516
1518,Junction,4,0.0,-123.1435033,49.22880694,0,0,0,0,0,"[(1580, 138.1119747, 1887), (1478, 102.6376428, 1888), (1527, 206.7222874, 9123), (1511, 199.9852197, 9250)]",6.019076986899296,3.2417973709864083,1.76133719437361,0.007000271760663003,0.1195426147742234
1519,Junction,4,2.5904861496038243,-123.1436789,49.28986074,0,5,0,0,0,"[(1550, 109.833679, 412), (1496, 60.04925315, 674), (1566, 140.736052, 2466)]",19.97160466526664,10.223788068048593,1.1272438254994692,0.010844258298983197,0.08682238273232126
