id,type,street_count,vulnerability_score,longitude,latitude,transit_count,crime_count,stores_count,rtransit_count,schools_count,neighbors
734,Junction,4,0.0,-123.1702527,49.23851255,1,0,0,0,0,"[(795, 159.7695184, 4671), (674, 200.9339408, 4881), (735, 105.5924051, 8356), (731, 105.5382989, 8421)]"
735,Junction,4,0.5416850759668536,-123.1702443,49.23946236,0,1,0,0,0,"[(796, 160.663604, 4670), (675, 201.1250083, 4880), (737, 105.5455067, 8300), (734, 105.5924051, 8356)]"
736,Junction,3,0.0,-123.170268,49.24800449,0,0,0,0,0,"[(687, 193.4515335, 4871), (702, 261.2896858, 7157), (749, 8.723998716, 7405)]"
737,Junction,4,0.0,-123.1702359,49.24041175,0,0,0,0,0,"[(798, 161.5575407, 4669), (676, 201.3169102, 4879), (740, 105.3803959, 8233), (735, 105.5455067, 8300)]"
738,Dead end,1,0.2424166460445802,-123.1701899,49.22854228,0,1,0,0,0,
739,Junction,4,0.682554595010387,-123.1702902,49.25868621,0,1,0,0,0,"[(781, 140.8167281, 4650), (698, 140.6726988, 4862), (743, 100.6808099, 5233), (732, 110.6531738, 5421)]"
740,Junction,4,0.0,-123.1702276,49.24135966,1,0,0,0,0,"[(799, 162.6084155, 4668), (677, 201.2266994, 4878), (741, 105.4513936, 7947), (737, 105.3803959, 8233)]"
741,Junction,4,0.748570982785647,-123.1702192,49.2423082,1,2,0,0,0,"[(800, 163.6614784, 4667), (678, 201.134727, 4877), (742, 105.5082838, 7867), (740, 105.4513936, 7947)]"
742,Junction,4,0.0,-123.1702108,49.24325725,0,0,0,0,0,"[(806, 170.8585966, 4666), (680, 201.0415917, 4876), (744, 105.4483937, 7807), (741, 105.5082838, 7867)]"
743,Junction,4,0.5753547499769285,-123.1702574,49.2595916,0,1,0,0,0,"[(783, 140.8327487, 4649), (748, 100.5656709, 4813), (699, 140.6657012, 4861), (739, 100.6808099, 5233)]"
744,Junction,4,0.0,-123.1702025,49.24420577,0,0,0,0,0,"[(801, 165.7679628, 4665), (681, 200.9512333, 4875), (745, 105.6858731, 7709), (742, 105.4483937, 7807)]"
745,Junction,4,0.6894490858690777,-123.1701951,49.24515642,1,1,0,0,0,"[(803, 166.8705218, 4664), (682, 200.7867797, 4874), (746, 105.6324526, 7603), (744, 105.6858731, 7709)]"
746,Junction,4,0.0,-123.1701887,49.2461066,1,0,0,0,0,"[(805, 168.0922381, 4663), (683, 200.5782618, 4873), (747, 105.30224, 7491), (745, 105.6324526, 7603)]"
747,Junction,4,0.0,-123.1701823,49.24705381,0,0,0,0,0,"[(770, 105.977687, 4662), (685, 200.3689846, 4872), (749, 100.0802294, 7386), (746, 105.30224, 7491)]"
748,Junction,4,0.1982742565889144,-123.1702247,49.26049596,0,1,0,0,0,"[(750, 100.5368805, 4603), (785, 140.8495843, 4648), (743, 100.5656709, 4813), (700, 140.6575218, 4860)]"
749,Junction,3,0.0,-123.1701762,49.24795404,0,0,0,0,0,"[(747, 100.0802294, 7386), (736, 8.723998716, 7405), (770, 146.6684846, 7406)]"
750,Junction,4,0.6426116020847181,-123.170192,49.26140005,0,1,0,0,0,"[(753, 100.5597728, 4387), (748, 100.5368805, 4603), (787, 140.8652468, 4647), (701, 140.6501584, 4859)]"
751,Junction,3,0.0,-123.1701349,49.25098822,0,0,0,0,0,"[(812, 169.5640389, 4661), (711, 87.67464081, 4870), (752, 100.5633747, 6771)]"
752,Junction,4,0.0,-123.1701251,49.25189279,0,0,0,0,0,"[(813, 169.8762542, 4660), (696, 157.5507279, 4869), (754, 100.5693837, 6646), (751, 100.5633747, 6771)]"
753,Junction,4,0.0,-123.1701593,49.26230435,0,0,0,0,0,"[(757, 102.6932676, 4185), (750, 100.5597728, 4387), (797, 148.9036022, 4646), (703, 140.6419024, 4858)]"
754,Junction,4,1.0618110859102263,-123.1701153,49.25279741,0,2,0,0,0,"[(814, 169.8100378, 4659), (691, 201.0253206, 4868), (756, 100.5383758, 6553), (752, 100.5693837, 6646)]"
755,Junction,3,0.355160814705073,-123.1701261,49.25711449,0,1,0,0,0,"[(778, 128.085188, 4653), (732, 66.5880206, 5609), (760, 78.33391916, 5837)]"
756,Junction,4,0.0,-123.1701056,49.25370175,0,0,0,0,0,"[(815, 169.7448955, 4658), (692, 201.1029398, 4867), (758, 100.6014105, 6427), (754, 100.5383758, 6553)]"
757,Junction,4,0.0,-123.1701255,49.26322783,0,0,0,0,0,"[(761, 96.81976732, 3989), (753, 102.6932676, 4185), (765, 38.69578231, 4645), (704, 140.6637019, 4857)]"
758,Junction,4,0.0,-123.1700957,49.25460665,0,0,0,0,0,"[(816, 170.4990456, 4657), (693, 201.1273073, 4866), (759, 100.5274418, 6189), (756, 100.6014105, 6427)]"
759,Junction,4,0.0,-123.1700859,49.2555109,0,0,0,0,0,"[(817, 172.0700626, 4655), (694, 201.1562607, 4865), (760, 100.6254469, 6014), (758, 100.5274418, 6189)]"
760,Junction,3,0.0,-123.170076,49.25641602,0,0,0,0,0,"[(807, 157.8251211, 4654), (755, 78.33391916, 5837), (759, 100.6254469, 6014)]"
761,Junction,3,2.3045089661125084,-123.1700944,49.26409851,0,5,25,0,0,"[(757, 96.81976732, 3989), (794, 140.875448, 4684), (712, 80.64590259, 4895)]"
762,Dead end,1,0.0,-123.1697392,49.26581683,0,0,0,0,0,
763,Junction,3,0.0,-123.1696454,49.25008134,0,0,0,0,0,"[(811, 132.5772425, 4493), (810, 181.7501477, 4611), (721, 65.985611, 4716)]"
764,Junction,3,0.0,-123.1696072,49.24899655,0,0,0,0,0,"[(809, 163.7342335, 4685), (702, 216.3515184, 4897), (721, 139.2046257, 7219)]"
765,Junction,3,0.0,-123.1695938,49.26321896,0,0,0,0,0,"[(797, 152.6549263, 4598), (790, 102.3111601, 4644), (757, 38.69578231, 4645)]"
766,Junction,3,0.0,-123.16918,49.27105155,0,0,0,0,0,"[(793, 83.08824834, 4483), (720, 129.1770196, 4484), (791, 71.23248649, 4656)]"
767,Junction,3,0.0,-123.1689249,49.22731962,1,0,0,0,0,"[(728, 97.76021538, 4486), (820, 107.6102707, 4681), (768, 223.3882169, 9268)]"
768,Junction,4,0.0,-123.1689054,49.22932902,0,0,0,0,0,"[(821, 107.8677822, 4679), (725, 101.1163964, 4680), (769, 183.4307353, 9146), (767, 223.3882169, 9268)]"
769,Junction,3,0.0,-123.1688895,49.23097899,0,0,0,0,0,"[(822, 108.0749627, 4677), (724, 103.489522, 4678), (768, 183.4307353, 9146)]"
770,Junction,3,0.0,-123.1687262,49.24704799,0,0,0,0,0,"[(747, 105.977687, 4662), (749, 146.6684846, 7406), (805, 122.6302763, 7511)]"
771,Junction,4,0.0,-123.1683949,49.22577366,0,0,0,0,0,"[(920, 406.5119163, 4082), (709, 279.2354724, 4632), (802, 102.2074702, 9419), (772, 278.8820505, 9451)]"
772,Junction,3,0.0,-123.168355,49.22333531,0,0,0,0,0,"[(670, 337.1411443, 4488), (771, 278.8820505, 9451), (773, 221.49356, 9615)]"
773,Junction,3,0.0,-123.1682848,49.22134451,0,0,0,0,0,"[(664, 346.9592875, 4489), (772, 221.49356, 9615), (776, 253.6384874, 9969)]"
774,Junction,4,0.0,-123.1684176,49.26495789,0,0,0,0,0,"[(780, 93.24845655, 3585), (794, 101.1120161, 3790), (833, 141.9235271, 4466), (713, 200.3876274, 4491)]"
775,Junction,4,0.0,-123.1683917,49.25766116,2,0,5,0,0,"[(819, 49.23763375, 4435), (732, 140.7991949, 4651), (781, 110.6367241, 5420), (778, 64.52598701, 5608)]"
776,Psudo,2,0.0,-123.1682585,49.21906304,0,0,0,0,0,"[(773, 253.6384874, 9969), (777, 220.223224, 10031)]"
777,Psudo,2,0.0,-123.1682357,49.21708213,0,0,0,0,0,"[(776, 220.223224, 10031)]"
778,Junction,4,0.6342029032901318,-123.1683664,49.25708715,1,2,2,0,0,"[(818, 46.9688732, 4652), (755, 128.085188, 4653), (775, 64.52598701, 5608), (807, 82.98598072, 5836)]"
779,Dead end,1,0.0,-123.1682203,49.2157455,0,0,0,0,0,
780,Junction,4,0.0,-123.1683876,49.26579645,1,0,0,0,0,"[(782, 93.19954698, 3370), (774, 93.24845655, 3585), (835, 141.9432544, 4465)]"
781,Junction,4,0.0,-123.1683554,49.25865607,0,0,0,0,0,"[(834, 140.7906109, 4433), (739, 140.8167281, 4650), (783, 100.6802262, 5232), (775, 110.6367241, 5420)]"
782,Junction,4,0.0,-123.1683577,49.26663457,1,0,0,0,0,"[(784, 92.90556666, 3126), (780, 93.19954698, 3370), (837, 141.8913442, 4464), (715, 200.4049693, 4682)]"
783,Junction,4,0.0,-123.1683224,49.25956145,0,0,0,0,0,"[(836, 140.7585957, 4432), (743, 140.8327487, 4649), (785, 100.5722107, 4812), (781, 100.6802262, 5232)]"
784,Junction,4,0.0,-123.1683278,49.26747004,0,0,0,0,0,"[(786, 99.23134749, 2911), (782, 92.90556666, 3126), (839, 141.8142714, 4463), (716, 200.4131721, 4490)]"
785,Junction,4,0.7547192872036326,-123.1682895,49.26046586,2,1,0,0,0,"[(838, 140.7264505, 4431), (787, 100.5525586, 4602), (748, 140.8495843, 4648), (783, 100.5722107, 4812)]"
786,Junction,4,0.5471566423907612,-123.168297,49.26836242,4,1,18,0,0,"[(788, 99.31259441, 2447), (784, 99.23134749, 2911), (840, 141.8084672, 4462), (717, 200.3430096, 4487)]"
787,Junction,4,0.0,-123.1682565,49.26137007,1,0,0,0,0,"[(797, 103.3642312, 4386), (841, 140.73534, 4430), (785, 100.5525586, 4602), (750, 140.8652468, 4647)]"
788,Junction,4,0.4898902730042049,-123.1682663,49.26925553,0,1,0,0,0,"[(789, 99.11832218, 2244), (786, 99.31259441, 2447), (842, 141.9358421, 4457), (718, 201.5377186, 4485)]"
789,Junction,3,0.0,-123.1682355,49.27014689,1,0,0,0,0,"[(791, 99.17504477, 2044), (788, 99.11832218, 2244), (845, 141.8727583, 4446)]"
790,Junction,4,0.0,-123.1681894,49.26319766,0,0,0,0,0,"[(794, 96.42775042, 3988), (797, 104.5847113, 4184), (846, 140.5828033, 4428), (765, 102.3111601, 4644)]"
791,Junction,4,0.0,-123.168205,49.27103876,1,0,0,0,0,"[(793, 41.95274432, 1811), (789, 99.17504477, 2044), (847, 141.8900751, 4439), (766, 71.23248649, 4656)]"
792,Psudo,2,0.0,-123.1680695,49.232778,0,0,0,0,0,"[(825, 49.65388228, 4674), (727, 161.829677, 4675)]"
793,Junction,3,0.2680467169168741,-123.1681921,49.27141604,0,1,0,0,0,"[(791, 41.95274432, 1811), (849, 168.5715019, 4403), (766, 83.08824834, 4483)]"
794,Junction,4,0.0,-123.1681588,49.26406481,5,0,23,0,0,"[(774, 101.1120161, 3790), (790, 96.42775042, 3988), (831, 120.9342929, 4467), (761, 140.875448, 4684)]"
795,Junction,3,0.0,-123.1680579,49.23850382,0,0,0,0,0,"[(857, 169.87591, 4456), (734, 159.7695184, 4671), (796, 105.5893706, 8355)]"
796,Junction,4,0.0,-123.1680372,49.23945352,0,0,0,0,0,"[(858, 170.7810374, 4455), (735, 160.663604, 4670), (798, 105.5603746, 8299), (795, 105.5893706, 8355)]"
797,Junction,6,0.0,-123.1681133,49.26227278,1,0,0,0,0,"[(790, 104.5847113, 4184), (841, 169.287412, 4383), (787, 103.3642312, 4386), (843, 132.6401987, 4429), (765, 152.6549263, 4598), (753, 148.9036022, 4646)]"
798,Junction,4,0.0,-123.1680165,49.24040297,0,0,0,0,0,"[(859, 171.6819389, 4454), (737, 161.5575407, 4669), (799, 105.4049718, 8232), (796, 105.5603746, 8299)]"
799,Junction,4,0.0,-123.1679936,49.24135099,0,0,0,0,0,"[(860, 172.5246877, 4453), (740, 162.6084155, 4668), (800, 105.4531, 7946), (798, 105.4049718, 8232)]"
800,Junction,3,0.0,-123.1679707,49.24229944,0,0,0,0,0,"[(804, 7.118244517, 4452), (741, 163.6614784, 4667), (799, 105.4531, 7946)]"
801,Junction,3,0.0,-123.167925,49.24419645,0,0,0,0,0,"[(808, 5.168186452, 4449), (744, 165.7679628, 4665), (803, 105.7481978, 7708)]"
802,Junction,3,0.0,-123.1678435,49.22661914,0,0,0,0,0,"[(917, 330.0898152, 4084), (820, 81.87472456, 9418), (771, 102.2074702, 9419)]"
803,Junction,4,0.0,-123.1679024,49.24514757,0,0,0,0,0,"[(865, 184.8059268, 4447), (745, 166.8705218, 4664), (805, 105.6781733, 7602), (801, 105.7481978, 7708)]"
804,Junction,3,0.0,-123.1678729,49.24229906,0,0,0,0,0,"[(861, 166.2603598, 4451), (800, 7.118244517, 4452), (806, 105.5241455, 7866)]"
805,Junction,4,0.5048858887870696,-123.1678792,49.24609804,0,1,0,0,0,"[(850, 141.1629035, 4445), (746, 168.0922381, 4663), (770, 122.6302763, 7511), (803, 105.6781733, 7602)]"
806,Junction,4,0.0,-123.1678635,49.24324825,0,0,0,0,0,"[(863, 168.0844142, 4450), (742, 170.8585966, 4666), (808, 105.3820422, 7806), (804, 105.5241455, 7866)]"
807,Junction,4,0.0,-123.1679071,49.25640669,0,0,0,0,0,"[(877, 206.5482268, 4437), (760, 157.8251211, 4654), (778, 82.98598072, 5836), (817, 102.40166, 6013)]"
808,Junction,3,0.0,-123.167854,49.24419616,0,0,0,0,0,"[(864, 169.9061788, 4448), (801, 5.168186452, 4449), (806, 105.3820422, 7806)]"
809,Junction,4,0.4658807751697933,-123.1678648,49.24808261,2,1,0,0,0,"[(868, 181.0902208, 4468), (764, 163.7342335, 4685), (810, 115.7044512, 7302), (830, 195.1981026, 7353)]"
810,Junction,4,0.0,-123.1678433,49.2491233,2,0,0,0,0,"[(869, 182.5354193, 4396), (763, 181.7501477, 4611), (811, 105.6320024, 7203), (809, 115.7044512, 7302)]"
811,Junction,4,0.0,-123.1678237,49.2500734,1,0,0,0,0,"[(870, 183.4009881, 4278), (763, 132.5772425, 4493), (812, 100.5444781, 7085), (810, 105.6320024, 7203)]"
812,Junction,4,0.7500324692691305,-123.167805,49.25097773,0,2,0,0,0,"[(871, 184.4667683, 4444), (751, 169.5640389, 4661), (813, 100.5424198, 6770), (811, 100.5444781, 7085)]"
813,Junction,4,0.6622820409839835,-123.1677909,49.25188208,0,1,0,0,0,"[(872, 185.8520529, 4443), (752, 169.8762542, 4660), (814, 100.5926883, 6645), (812, 100.5424198, 6770)]"
814,Junction,4,0.0,-123.1677819,49.25278691,1,0,0,0,0,"[(873, 187.6788086, 4442), (754, 169.8100378, 4659), (815, 100.5537897, 6552), (813, 100.5926883, 6645)]"
815,Junction,4,0.0,-123.167773,49.2536914,1,0,0,0,0,"[(874, 189.4537354, 4441), (756, 169.7448955, 4658), (816, 100.5946502, 6426), (814, 100.5537897, 6552)]"
816,Junction,4,0.0,-123.1677528,49.25459614,0,0,0,0,0,"[(875, 190.4583592, 4440), (758, 170.4990456, 4657), (817, 100.5454845, 6188), (815, 100.5946502, 6426)]"
817,Junction,4,0.0,-123.1677213,49.25550033,0,0,0,0,0,"[(876, 190.5917545, 4438), (759, 172.0700626, 4655), (807, 102.40166, 6013), (816, 100.5454845, 6188)]"
818,Junction,3,0.0,-123.1677211,49.25707711,0,0,0,0,0,"[(878, 194.7898062, 4436), (778, 46.9688732, 4652), (819, 63.7255145, 5519)]"
819,Junction,3,0.0,-123.1677152,49.25765032,1,0,6,0,0,"[(832, 91.58759346, 4434), (775, 49.23763375, 4435), (818, 63.7255145, 5519)]"
820,Junction,4,0.0,-123.1674471,49.22730346,1,0,0,0,0,"[(844, 93.61116243, 4461), (767, 107.6102707, 4681), (821, 224.1226502, 9266), (802, 81.87472456, 9418)]"
821,Junction,3,0.0,-123.1674239,49.22931944,0,0,0,0,0,"[(768, 107.8677822, 4679), (822, 183.4247273, 9143), (820, 224.1226502, 9266)]"
822,Junction,3,0.3277227574378037,-123.1674051,49.23096935,0,1,0,0,0,"[(769, 108.0749627, 4677), (823, 4.713362113, 9142), (821, 183.4247273, 9143)]"
823,Junction,3,0.0,-123.1674043,49.23101174,0,0,0,0,0,"[(852, 115.2326858, 4460), (824, 96.87064187, 9102), (822, 4.713362113, 9142)]"
824,Junction,3,0.0,-123.1673995,49.23188311,0,0,0,0,0,"[(726, 211.2655226, 4676), (825, 99.30303739, 8856), (823, 96.87064187, 9102)]"
825,Junction,3,0.0,-123.1673875,49.23277633,0,0,0,0,0,"[(792, 49.65388228, 4674), (826, 13.43981602, 8855), (824, 99.30303739, 8856)]"
826,Junction,3,0.0,-123.1673859,49.23289722,0,0,0,0,0,"[(855, 119.1561629, 4459), (827, 95.1387723, 8780), (825, 13.43981602, 8855)]"
827,Junction,3,0.0,-123.1673744,49.23375298,0,0,0,0,0,"[(729, 211.7207342, 4673), (828, 3.106196068, 8779), (826, 95.1387723, 8780)]"
828,Junction,3,0.0,-123.167374,49.23378092,0,0,0,0,0,"[(910, 232.8870933, 4083), (829, 105.6404251, 8721), (827, 3.106196068, 8779)]"
829,Junction,3,0.0,-123.1673612,49.23473114,2,0,0,0,0,"[(851, 109.4710282, 4458), (733, 209.7821738, 4672), (828, 105.6404251, 8721)]"
830,Psudo,2,0.0,-123.166572,49.24656653,0,0,0,0,0,"[(850, 70.51290071, 7352), (809, 195.1981026, 7353)]"
831,Junction,4,5.171493787786366,-123.1664972,49.26403588,0,11,19,0,0,"[(833, 99.36472603, 3823), (846, 99.46687323, 4017), (890, 133.9917897, 4256), (794, 120.9342929, 4467)]"
832,Junction,3,0.0,-123.1664569,49.25763116,0,0,1,0,0,"[(879, 114.3483795, 4236), (819, 91.58759346, 4434), (834, 110.6167207, 5449)]"
833,Junction,4,0.3024044356690215,-123.1664673,49.26492947,0,1,1,0,0,"[(835, 93.13907156, 3619), (831, 99.36472603, 3823), (891, 134.1665969, 4255), (774, 141.9235271, 4466)]"
834,Junction,4,0.6757290490602831,-123.1664211,49.25862591,0,1,0,0,0,"[(881, 114.3500192, 4235), (781, 140.7906109, 4433), (836, 100.6803966, 5259), (832, 110.6167207, 5449)]"
835,Junction,4,0.0,-123.1664371,49.26576704,0,0,0,0,0,"[(837, 93.19533113, 3407), (833, 93.13907156, 3619), (893, 134.0686654, 4253), (780, 141.9432544, 4465)]"
836,Junction,4,0.6894490858690777,-123.1663885,49.2595313,0,1,0,0,0,"[(883, 114.3058499, 4234), (783, 140.7585957, 4432), (838, 100.5773793, 4840), (834, 100.6803966, 5259)]"
837,Junction,4,0.2904884943099637,-123.1664078,49.26660513,0,1,0,0,0,"[(839, 92.90352437, 3155), (835, 93.19533113, 3407), (894, 134.176289, 4252), (782, 141.8913442, 4464)]"
838,Junction,4,0.0,-123.1663559,49.26043576,0,0,0,0,0,"[(885, 114.2576814, 4233), (785, 140.7264505, 4431), (841, 100.5633839, 4631), (836, 100.5773793, 4840)]"
839,Junction,4,0.0,-123.166379,49.2674406,0,0,0,0,0,"[(840, 99.26322393, 2947), (837, 92.90352437, 3155), (896, 134.2153445, 4251), (784, 141.8142714, 4463)]"
840,Junction,4,1.491229635821835,-123.1663483,49.26833326,0,3,39,0,0,"[(842, 99.26394022, 2484), (839, 99.26322393, 2947), (897, 134.2509844, 4250), (786, 141.8084672, 4462)]"
841,Junction,5,1.8318542317153812,-123.1663233,49.26134009,0,3,0,0,0,"[(886, 115.3617106, 4232), (797, 169.287412, 4383), (843, 100.5843538, 4416), (787, 140.73534, 4430), (838, 100.5633839, 4631)]"
842,Junction,4,0.776495036859841,-123.1663157,49.2692259,0,2,0,0,0,"[(845, 99.12086979, 2282), (840, 99.26394022, 2484), (900, 134.1957156, 4245), (788, 141.9358421, 4457)]"
843,Junction,4,0.0,-123.1662908,49.26224462,0,0,0,0,0,"[(846, 102.6268079, 4215), (887, 114.2340738, 4231), (841, 100.5843538, 4416), (797, 132.6401987, 4429)]"
844,Junction,3,0.0,-123.1661616,49.22728869,0,0,0,0,0,"[(918, 240.3646249, 4189), (895, 126.7710294, 4249), (820, 93.61116243, 4461)]"
845,Junction,4,0.9810178925935966,-123.1662858,49.2701173,0,2,0,0,0,"[(847, 99.28250614, 2073), (842, 99.12086979, 2282), (901, 134.3485735, 4240), (789, 141.8727583, 4446)]"
846,Junction,4,0.4829211646229536,-123.1662577,49.26316751,0,2,0,0,1,"[(831, 99.46687323, 4017), (843, 102.6268079, 4215), (889, 114.2304064, 4230), (790, 140.5828033, 4428)]"
847,Junction,4,0.0,-123.166255,49.27101013,0,0,0,0,0,"[(848, 99.40041935, 1851), (845, 99.28250614, 2073), (903, 134.4511366, 4239), (791, 141.8900751, 4439)]"
848,Junction,3,0.0,-123.1662236,49.27190402,0,0,0,0,0,"[(849, 33.49901315, 1850), (847, 99.40041935, 1851), (905, 134.4427944, 4268)]"
849,Junction,3,0.2127257032290187,-123.1662134,49.27220528,0,1,0,0,0,"[(848, 33.49901315, 1850), (906, 151.1432137, 4204), (793, 168.5715019, 4403)]"
850,Junction,3,0.0,-123.1659429,49.24609082,0,0,0,0,0,"[(805, 141.1629035, 4445), (830, 70.51290071, 7352), (854, 12.5789614, 7450)]"
851,Junction,3,0.0,-123.1658574,49.23472884,0,0,0,0,0,"[(911, 124.9024871, 4246), (829, 109.4710282, 4458), (853, 207.6232789, 8551)]"
852,Junction,3,0.5753547499769285,-123.1658215,49.23100892,0,1,0,0,0,"[(902, 112.2857642, 4248), (823, 115.2326858, 4460), (855, 206.9661482, 8830)]"
853,Junction,4,0.0,-123.1657921,49.23659597,0,0,0,0,0,"[(912, 125.230083, 4244), (730, 325.9360103, 4276), (856, 105.5506976, 8505), (851, 207.6232789, 8551)]"
854,Junction,3,0.0,-123.1657944,49.24603289,0,0,0,0,0,"[(850, 12.5789614, 7450), (892, 105.4155215, 7451)]"
855,Junction,3,0.0,-123.1657497,49.23287004,0,0,0,0,0,"[(907, 112.3014323, 4247), (826, 119.1561629, 4459), (852, 206.9661482, 8830)]"
856,Junction,3,0.0,-123.1657579,49.23754516,0,0,0,0,0,"[(731, 327.8124262, 4275), (857, 105.5610311, 8438), (853, 105.5506976, 8505)]"
857,Junction,4,0.0,-123.1657242,49.23849445,0,0,0,0,0,"[(915, 126.1661853, 4243), (795, 169.87591, 4456), (858, 105.5891838, 8367), (856, 105.5610311, 8438)]"
858,Junction,4,0.2734891510222162,-123.165691,49.239444,0,1,0,0,0,"[(936, 228.0150746, 3885), (796, 170.7810374, 4455), (859, 105.5870867, 8315), (857, 105.5891838, 8367)]"
859,Junction,4,0.0,-123.1656579,49.24039353,0,0,0,0,0,"[(938, 228.1677534, 3884), (798, 171.6819389, 4454), (860, 105.450606, 8246), (858, 105.5870867, 8315)]"
860,Junction,4,0.0,-123.1656234,49.24134181,0,0,0,0,0,"[(940, 228.0861243, 3883), (799, 172.5246877, 4453), (861, 105.4788338, 7962), (859, 105.450606, 8246)]"
861,Junction,4,0.6757290490602831,-123.1655888,49.24229034,0,1,0,0,0,"[(914, 111.4912645, 4242), (804, 166.2603598, 4451), (863, 105.5417825, 7886), (860, 105.4788338, 7962)]"
862,Dead end,1,0.0,-123.1655711,49.24650216,0,0,0,0,0,
863,Junction,3,0.0,-123.1655542,49.24323945,0,0,0,0,0,"[(806, 168.0844142, 4450), (864, 105.3138605, 7820), (861, 105.5417825, 7886)]"
864,Junction,4,0.0,-123.1655197,49.2441865,0,0,0,0,0,"[(904, 89.17291307, 4241), (808, 169.9061788, 4448), (865, 69.11728346, 7733), (863, 105.3138605, 7820)]"
865,Junction,3,0.0,-123.1654966,49.24480804,0,0,0,0,0,"[(803, 184.8059268, 4447), (904, 114.173476, 7695), (864, 69.11728346, 7733)]"
866,Dead end,1,0.0,-123.1654316,49.2464657,0,0,0,0,0,
867,Junction,3,0.0,-123.1654132,49.24705967,0,0,0,0,0,"[(898, 71.60506039, 4191), (868, 112.6503742, 7421)]"
868,Junction,4,0.2847077732731954,-123.1653767,49.2480727,1,1,0,0,0,"[(944, 226.3145, 4257), (809, 181.0902208, 4468), (869, 115.7311264, 7325), (867, 112.6503742, 7421)]"
869,Junction,4,0.0,-123.1653352,49.24911336,0,0,0,0,0,"[(999, 439.0172415, 3491), (810, 182.5354193, 4396), (870, 105.5554554, 7237), (868, 115.7311264, 7325)]"
870,Junction,3,0.0,-123.1653037,49.25006263,0,0,0,0,1,"[(811, 183.4009881, 4278), (871, 100.4750738, 7108), (869, 105.5554554, 7237)]"
871,Junction,3,0.4797574839230358,-123.1652703,49.25096616,0,2,0,0,0,"[(812, 184.4667683, 4444), (872, 100.5314406, 6792), (870, 100.4750738, 7108)]"
872,Junction,4,0.0,-123.1652371,49.2518702,0,0,0,0,0,"[(976, 327.9031693, 3687), (813, 185.8520529, 4443), (873, 100.6432265, 6675), (871, 100.5314406, 6792)]"
873,Junction,4,0.5639051904523875,-123.165203,49.25277523,0,1,0,0,0,"[(969, 277.5258553, 3686), (814, 187.6788086, 4442), (874, 100.5848658, 6576), (872, 100.6432265, 6675)]"
874,Junction,4,0.0,-123.1651696,49.25367975,0,0,0,0,0,"[(956, 227.1049107, 3685), (815, 189.4537354, 4441), (875, 100.5332605, 6472), (873, 100.5848658, 6576)]"
875,Junction,4,0.0,-123.1651355,49.25458379,0,0,0,0,0,"[(931, 175.3457114, 3882), (816, 190.4583592, 4440), (876, 100.5209129, 6236), (874, 100.5332605, 6472)]"
876,Junction,4,0.0,-123.1651022,49.25548773,0,0,0,0,0,"[(922, 122.6127799, 4238), (817, 190.5917545, 4438), (877, 100.8020762, 6055), (875, 100.5209129, 6236)]"
877,Junction,4,0.0,-123.1650686,49.2563942,0,0,0,0,0,"[(913, 69.84745441, 4237), (807, 206.5482268, 4437), (878, 71.30989199, 5878), (876, 100.8020762, 6055)]"
878,Junction,3,0.0,-123.1650449,49.25703546,0,0,0,0,0,"[(818, 194.7898062, 4436), (879, 65.46904691, 5640), (877, 71.30989199, 5878)]"
879,Junction,5,0.0,-123.1648859,49.25760595,2,0,8,0,0,"[(935, 165.945813, 4035), (832, 114.3483795, 4236), (880, 88.54947819, 5453), (878, 65.46904691, 5640), (913, 149.3793852, 5882)]"
880,Junction,3,0.7177305325982749,-123.1648575,49.25840225,0,1,0,0,0,"[(937, 164.4424739, 4034), (881, 22.1339719, 5452), (879, 88.54947819, 5453)]"
881,Junction,3,0.5753547499769285,-123.16485,49.25860129,0,1,0,0,0,"[(834, 114.3500192, 4235), (882, 80.25798181, 5263), (880, 22.1339719, 5452)]"
882,Junction,3,0.0,-123.1648243,49.25932303,0,0,0,0,0,"[(939, 164.4940731, 4033), (883, 20.43219374, 5262), (881, 80.25798181, 5263)]"
883,Junction,3,0.0,-123.164818,49.25950678,0,0,0,0,0,"[(836, 114.3058499, 4234), (884, 81.94916959, 4846), (882, 20.43219374, 5262)]"
884,Junction,3,0.0,-123.1647915,49.26024372,0,0,0,0,0,"[(941, 164.6418431, 4032), (885, 18.63412722, 4845), (883, 81.94916959, 4846)]"
885,Junction,3,0.0,-123.164786,49.2604113,0,0,0,0,0,"[(838, 114.2576814, 4233), (886, 85.84416526, 4635), (884, 18.63412722, 4845)]"
886,Junction,4,0.2734891510222162,-123.1647579,49.26118326,0,1,0,0,0,"[(943, 164.7542044, 4031), (841, 115.3617106, 4232), (887, 115.3229018, 4419), (885, 85.84416526, 4635)]"
887,Junction,3,1.236149714797854,-123.1647212,49.26222034,0,2,0,0,0,"[(888, 91.49582294, 4219), (843, 114.2340738, 4231), (886, 115.3229018, 4419)]"
888,Junction,3,0.0,-123.1646918,49.26304314,0,0,0,0,1,"[(945, 164.9947664, 4030), (889, 11.1530021, 4218), (887, 91.49582294, 4219)]"
889,Junction,3,0.0,-123.1646881,49.26314343,0,0,0,0,0,"[(890, 96.22571652, 4019), (888, 11.1530021, 4218), (846, 114.2304064, 4230)]"
