COUNT;Geo Local Area;Geom;geo_point_2d
1;West End;"{""coordinates"": [-123.125592963145, 49.2832145699312], ""type"": ""Point""}";49.2832145699312, -123.125592963145
1;Grandview-Woodland;"{""coordinates"": [-123.062191287436, 49.2727010656011], ""type"": ""Point""}";49.2727010656011, -123.062191287436
7;Hastings-Sunrise;"{""coordinates"": [-123.049746786364, 49.280868486566], ""type"": ""Point""}";49.280868486566, -123.049746786364
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.064234138826, 49.258881214206], ""type"": ""Point""}";49.258881214206, -123.064234138826
1;West End;"{""coordinates"": [-123.139308237051, 49.2922400921745], ""type"": ""Point""}";49.2922400921745, -123.139308237051
1;Hastings-Sunrise;"{""coordinates"": [-123.050594992338, 49.2814105094565], ""type"": ""Point""}";49.2814105094565, -123.050594992338
12;Grandview-Woodland;"{""coordinates"": [-123.07147653038, 49.2809459427592], ""type"": ""Point""}";49.2809459427592, -123.07147653038
1;Downtown;"{""coordinates"": [-123.123720062021, 49.2807562382841], ""type"": ""Point""}";49.2807562382841, -123.123720062021
1;Downtown;"{""coordinates"": [-123.12283700687, 49.2812763281821], ""type"": ""Point""}";49.2812763281821, -123.12283700687
20;Downtown;"{""coordinates"": [-123.11287100086, 49.2830169309915], ""type"": ""Point""}";49.2830169309915, -123.11287100086
3;Downtown;"{""coordinates"": [-123.105572802954, 49.2823637183423], ""type"": ""Point""}";49.2823637183423, -123.105572802954
3;Downtown;"{""coordinates"": [-123.105587079526, 49.2824172265984], ""type"": ""Point""}";49.2824172265984, -123.105587079526
9;Mount Pleasant;"{""coordinates"": [-123.097269137493, 49.2630296629366], ""type"": ""Point""}";49.2630296629366, -123.097269137493
2;Downtown;"{""coordinates"": [-123.101758035952, 49.2800051148053], ""type"": ""Point""}";49.2800051148053, -123.101758035952
1;Mount Pleasant;"{""coordinates"": [-123.090090382663, 49.2573995432117], ""type"": ""Point""}";49.2573995432117, -123.090090382663
1;Riley Park;"{""coordinates"": [-123.104876026416, 49.2435454383284], ""type"": ""Point""}";49.2435454383284, -123.104876026416
2;Mount Pleasant;"{""coordinates"": [-123.109688469675, 49.2635886113099], ""type"": ""Point""}";49.2635886113099, -123.109688469675
2;Mount Pleasant;"{""coordinates"": [-123.109880213668, 49.263591577441], ""type"": ""Point""}";49.263591577441, -123.109880213668
1;Grandview-Woodland;"{""coordinates"": [-123.062680568056, 49.2759498450329], ""type"": ""Point""}";49.2759498450329, -123.062680568056
1;Strathcona;"{""coordinates"": [-123.09185992969, 49.2780853893232], ""type"": ""Point""}";49.2780853893232, -123.09185992969
1;Strathcona;"{""coordinates"": [-123.092012701726, 49.2781725210433], ""type"": ""Point""}";49.2781725210433, -123.092012701726
1;Strathcona;"{""coordinates"": [-123.085367712381, 49.2798471090197], ""type"": ""Point""}";49.2798471090197, -123.085367712381
1;Shaughnessy;"{""coordinates"": [-123.145557736708, 49.2383938816768], ""type"": ""Point""}";49.2383938816768, -123.145557736708
7;Riley Park;"{""coordinates"": [-123.101829813286, 49.2417995251105], ""type"": ""Point""}";49.2417995251105, -123.101829813286
4;Mount Pleasant;"{""coordinates"": [-123.096349572931, 49.2633376377079], ""type"": ""Point""}";49.2633376377079, -123.096349572931
1;Strathcona;"{""coordinates"": [-123.081859608038, 49.279407264565], ""type"": ""Point""}";49.279407264565, -123.081859608038
1;Hastings-Sunrise;"{""coordinates"": [-123.045932670083, 49.2751527912037], ""type"": ""Point""}";49.2751527912037, -123.045932670083
1;Strathcona;"{""coordinates"": [-123.080484877939, 49.2802896319569], ""type"": ""Point""}";49.2802896319569, -123.080484877939
1;Hastings-Sunrise;"{""coordinates"": [-123.023894051114, 49.2817825117695], ""type"": ""Point""}";49.2817825117695, -123.023894051114
1;Oakridge;"{""coordinates"": [-123.12552390612, 49.2330692064004], ""type"": ""Point""}";49.2330692064004, -123.12552390612
1;Grandview-Woodland;"{""coordinates"": [-123.05939434926, 49.2625447546483], ""type"": ""Point""}";49.2625447546483, -123.05939434926
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.086842776319, 49.2561256627328], ""type"": ""Point""}";49.2561256627328, -123.086842776319
1;Kitsilano;"{""coordinates"": [-123.160376778319, 49.2671116316582], ""type"": ""Point""}";49.2671116316582, -123.160376778319
1;Mount Pleasant;"{""coordinates"": [-123.105213292943, 49.2614043110829], ""type"": ""Point""}";49.2614043110829, -123.105213292943
1;Strathcona;"{""coordinates"": [-123.092726989448, 49.2768834709432], ""type"": ""Point""}";49.2768834709432, -123.092726989448
1;Kitsilano;"{""coordinates"": [-123.183036330347, 49.2649334463215], ""type"": ""Point""}";49.2649334463215, -123.183036330347
1;Strathcona;"{""coordinates"": [-123.095721610255, 49.283365042365], ""type"": ""Point""}";49.283365042365, -123.095721610255
1;Killarney;"{""coordinates"": [-123.031566774682, 49.2281587491349], ""type"": ""Point""}";49.2281587491349, -123.031566774682
1;Strathcona;"{""coordinates"": [-123.092640354221, 49.2781862948915], ""type"": ""Point""}";49.2781862948915, -123.092640354221
1;Grandview-Woodland;"{""coordinates"": [-123.057325551374, 49.2805046824031], ""type"": ""Point""}";49.2805046824031, -123.057325551374
1;Killarney;"{""coordinates"": [-123.040859955861, 49.2235870787732], ""type"": ""Point""}";49.2235870787732, -123.040859955861
1;Riley Park;"{""coordinates"": [-123.102444578626, 49.239637011253], ""type"": ""Point""}";49.239637011253, -123.102444578626
1;Renfrew-Collingwood;"{""coordinates"": [-123.034241394984, 49.2578920282671], ""type"": ""Point""}";49.2578920282671, -123.034241394984
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.089639021634, 49.2498466432316], ""type"": ""Point""}";49.2498466432316, -123.089639021634
1;Shaughnessy;"{""coordinates"": [-123.142094209016, 49.2567807525493], ""type"": ""Point""}";49.2567807525493, -123.142094209016
3;Mount Pleasant;"{""coordinates"": [-123.108750299114, 49.263298970978], ""type"": ""Point""}";49.263298970978, -123.108750299114
5;Downtown;"{""coordinates"": [-123.126122501626, 49.2768075801051], ""type"": ""Point""}";49.2768075801051, -123.126122501626
1;Sunset;"{""coordinates"": [-123.093732669381, 49.2261094390614], ""type"": ""Point""}";49.2261094390614, -123.093732669381
1;Renfrew-Collingwood;"{""coordinates"": [-123.033491721432, 49.2361080679342], ""type"": ""Point""}";49.2361080679342, -123.033491721432
1;Strathcona;"{""coordinates"": [-123.079250281567, 49.2712220875148], ""type"": ""Point""}";49.2712220875148, -123.079250281567
6;Strathcona;"{""coordinates"": [-123.077650969482, 49.2743117710172], ""type"": ""Point""}";49.2743117710172, -123.077650969482
1;Mount Pleasant;"{""coordinates"": [-123.105943856348, 49.269005903733], ""type"": ""Point""}";49.269005903733, -123.105943856348
1;Grandview-Woodland;"{""coordinates"": [-123.063379432382, 49.2692831371888], ""type"": ""Point""}";49.2692831371888, -123.063379432382
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.065890155791, 49.233998949755], ""type"": ""Point""}";49.233998949755, -123.065890155791
11;Strathcona;"{""coordinates"": [-123.099733742751, 49.2689850120857], ""type"": ""Point""}";49.2689850120857, -123.099733742751
1;Downtown;"{""coordinates"": [-123.127308836226, 49.2760309209931], ""type"": ""Point""}";49.2760309209931, -123.127308836226
1;Strathcona;"{""coordinates"": [-123.090337480962, 49.2818456122662], ""type"": ""Point""}";49.2818456122662, -123.090337480962
1;Strathcona;"{""coordinates"": [-123.089979158771, 49.2767791673787], ""type"": ""Point""}";49.2767791673787, -123.089979158771
3;Downtown;"{""coordinates"": [-123.122778327214, 49.2784807151869], ""type"": ""Point""}";49.2784807151869, -123.122778327214
7;Hastings-Sunrise;"{""coordinates"": [-123.056161972327, 49.26261700142], ""type"": ""Point""}";49.26261700142, -123.056161972327
7;Hastings-Sunrise;"{""coordinates"": [-123.056155896432, 49.2628342385914], ""type"": ""Point""}";49.2628342385914, -123.056155896432
7;Downtown;"{""coordinates"": [-123.111417810197, 49.2840820747349], ""type"": ""Point""}";49.2840820747349, -123.111417810197
7;Downtown;"{""coordinates"": [-123.111501806584, 49.2841350652416], ""type"": ""Point""}";49.2841350652416, -123.111501806584
1;Victoria-Fraserview;"{""coordinates"": [-123.064058412678, 49.2314435920983], ""type"": ""Point""}";49.2314435920983, -123.064058412678
2;Downtown;"{""coordinates"": [-123.10010150529, 49.2819332750052], ""type"": ""Point""}";49.2819332750052, -123.10010150529
1;Kitsilano;"{""coordinates"": [-123.18553294603, 49.266297689332], ""type"": ""Point""}";49.266297689332, -123.18553294603
2;Renfrew-Collingwood;"{""coordinates"": [-123.04077271398, 49.2361138953287], ""type"": ""Point""}";49.2361138953287, -123.04077271398
4;Sunset;"{""coordinates"": [-123.091099031878, 49.2271599529353], ""type"": ""Point""}";49.2271599529353, -123.091099031878
3;Sunset;"{""coordinates"": [-123.091095204594, 49.2276929072362], ""type"": ""Point""}";49.2276929072362, -123.091095204594
2;Strathcona;"{""coordinates"": [-123.080344122733, 49.2820644784353], ""type"": ""Point""}";49.2820644784353, -123.080344122733
10;Strathcona;"{""coordinates"": [-123.078955337943, 49.2806660650017], ""type"": ""Point""}";49.2806660650017, -123.078955337943
1;Mount Pleasant;"{""coordinates"": [-123.094520644226, 49.2664623100155], ""type"": ""Point""}";49.2664623100155, -123.094520644226
1;Riley Park;"{""coordinates"": [-123.099863489564, 49.2527044064048], ""type"": ""Point""}";49.2527044064048, -123.099863489564
1;Downtown;"{""coordinates"": [-123.122135087995, 49.280260904745], ""type"": ""Point""}";49.280260904745, -123.122135087995
3;Renfrew-Collingwood;"{""coordinates"": [-123.029933012573, 49.2620102152978], ""type"": ""Point""}";49.2620102152978, -123.029933012573
4;Grandview-Woodland;"{""coordinates"": [-123.072092596699, 49.2648114000187], ""type"": ""Point""}";49.2648114000187, -123.072092596699
1;Sunset;"{""coordinates"": [-123.091027405099, 49.2296637861737], ""type"": ""Point""}";49.2296637861737, -123.091027405099
1;Downtown;"{""coordinates"": [-123.116478470019, 49.2819257350943], ""type"": ""Point""}";49.2819257350943, -123.116478470019
1;Downtown;"{""coordinates"": [-123.115622573308, 49.2819473015824], ""type"": ""Point""}";49.2819473015824, -123.115622573308
1;Downtown;"{""coordinates"": [-123.115409938089, 49.2820963933359], ""type"": ""Point""}";49.2820963933359, -123.115409938089
1;Downtown;"{""coordinates"": [-123.115727618729, 49.2824104480587], ""type"": ""Point""}";49.2824104480587, -123.115727618729
1;Mount Pleasant;"{""coordinates"": [-123.108703225826, 49.264989205346], ""type"": ""Point""}";49.264989205346, -123.108703225826
4;Riley Park;"{""coordinates"": [-123.100786082178, 49.2333407978462], ""type"": ""Point""}";49.2333407978462, -123.100786082178
3;Hastings-Sunrise;"{""coordinates"": [-123.055877529682, 49.2814184021844], ""type"": ""Point""}";49.2814184021844, -123.055877529682
12;Kensington-Cedar Cottage;"{""coordinates"": [-123.067561355154, 49.2544833007387], ""type"": ""Point""}";49.2544833007387, -123.067561355154
7;Grandview-Woodland;"{""coordinates"": [-123.062580511397, 49.2814495438604], ""type"": ""Point""}";49.2814495438604, -123.062580511397
2;Kitsilano;"{""coordinates"": [-123.165181541961, 49.2685742199464], ""type"": ""Point""}";49.2685742199464, -123.165181541961
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.065022213509, 49.2378233663988], ""type"": ""Point""}";49.2378233663988, -123.065022213509
1;Renfrew-Collingwood;"{""coordinates"": [-123.041308639206, 49.235031585607], ""type"": ""Point""}";49.235031585607, -123.041308639206
2;Grandview-Woodland;"{""coordinates"": [-123.069334711816, 49.2656641329655], ""type"": ""Point""}";49.2656641329655, -123.069334711816
1;West End;"{""coordinates"": [-123.135522900995, 49.2910036566965], ""type"": ""Point""}";49.2910036566965, -123.135522900995
3;Fairview;"{""coordinates"": [-123.139048877559, 49.2619817396135], ""type"": ""Point""}";49.2619817396135, -123.139048877559
2;Mount Pleasant;"{""coordinates"": [-123.11157921082, 49.2676197462012], ""type"": ""Point""}";49.2676197462012, -123.11157921082
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.067475593932, 49.2466112426112], ""type"": ""Point""}";49.2466112426112, -123.067475593932
2;Grandview-Woodland;"{""coordinates"": [-123.07129863458, 49.28244896674], ""type"": ""Point""}";49.28244896674, -123.07129863458
2;Downtown;"{""coordinates"": [-123.110275820697, 49.2809564378395], ""type"": ""Point""}";49.2809564378395, -123.110275820697
3;Downtown;"{""coordinates"": [-123.109667501266, 49.2810667759571], ""type"": ""Point""}";49.2810667759571, -123.109667501266
19;Mount Pleasant;"{""coordinates"": [-123.103834510783, 49.2627159803576], ""type"": ""Point""}";49.2627159803576, -123.103834510783
1;Grandview-Woodland;"{""coordinates"": [-123.076108926071, 49.2662314693571], ""type"": ""Point""}";49.2662314693571, -123.076108926071
1;Mount Pleasant;"{""coordinates"": [-123.099932119676, 49.2568387388647], ""type"": ""Point""}";49.2568387388647, -123.099932119676
1;West End;"{""coordinates"": [-123.127359070161, 49.2844610862535], ""type"": ""Point""}";49.2844610862535, -123.127359070161
2;Strathcona;"{""coordinates"": [-123.098210311361, 49.2834133089664], ""type"": ""Point""}";49.2834133089664, -123.098210311361
4;Strathcona;"{""coordinates"": [-123.09929942836, 49.2789743641517], ""type"": ""Point""}";49.2789743641517, -123.09929942836
1;Downtown;"{""coordinates"": [-123.123883484411, 49.2888454768247], ""type"": ""Point""}";49.2888454768247, -123.123883484411
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.06281898751, 49.2615642649175], ""type"": ""Point""}";49.2615642649175, -123.06281898751
1;Mount Pleasant;"{""coordinates"": [-123.096836988155, 49.2617041503384], ""type"": ""Point""}";49.2617041503384, -123.096836988155
2;Strathcona;"{""coordinates"": [-123.089860356918, 49.2832703883518], ""type"": ""Point""}";49.2832703883518, -123.089860356918
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.066126101026, 49.2459108535839], ""type"": ""Point""}";49.2459108535839, -123.066126101026
2;Downtown;"{""coordinates"": [-123.100107815664, 49.2816544100478], ""type"": ""Point""}";49.2816544100478, -123.100107815664
1;Mount Pleasant;"{""coordinates"": [-123.110117983658, 49.2654083734399], ""type"": ""Point""}";49.2654083734399, -123.110117983658
1;Sunset;"{""coordinates"": [-123.091018473217, 49.2308578956617], ""type"": ""Point""}";49.2308578956617, -123.091018473217
1;Sunset;"{""coordinates"": [-123.082110662257, 49.2324977761566], ""type"": ""Point""}";49.2324977761566, -123.082110662257
5;Downtown;"{""coordinates"": [-123.106702952558, 49.2811955289946], ""type"": ""Point""}";49.2811955289946, -123.106702952558
5;Downtown;"{""coordinates"": [-123.106805415185, 49.2812152237255], ""type"": ""Point""}";49.2812152237255, -123.106805415185
3;Downtown;"{""coordinates"": [-123.124662580292, 49.2747002695958], ""type"": ""Point""}";49.2747002695958, -123.124662580292
1;Fairview;"{""coordinates"": [-123.134020271461, 49.2693970675461], ""type"": ""Point""}";49.2693970675461, -123.134020271461
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.087093783047, 49.2547114524993], ""type"": ""Point""}";49.2547114524993, -123.087093783047
1;Hastings-Sunrise;"{""coordinates"": [-123.05611549813, 49.2754117996151], ""type"": ""Point""}";49.2754117996151, -123.05611549813
35;Mount Pleasant;"{""coordinates"": [-123.100581375091, 49.2625095216481], ""type"": ""Point""}";49.2625095216481, -123.100581375091
2;Hastings-Sunrise;"{""coordinates"": [-123.05615082814, 49.272672747702], ""type"": ""Point""}";49.272672747702, -123.05615082814
1;Downtown;"{""coordinates"": [-123.122436885487, 49.2897858261515], ""type"": ""Point""}";49.2897858261515, -123.122436885487
9;Mount Pleasant;"{""coordinates"": [-123.107317484963, 49.2627660134016], ""type"": ""Point""}";49.2627660134016, -123.107317484963
1;Renfrew-Collingwood;"{""coordinates"": [-123.034773868995, 49.2349032074209], ""type"": ""Point""}";49.2349032074209, -123.034773868995
1;Kitsilano;"{""coordinates"": [-123.166523869483, 49.2625013654707], ""type"": ""Point""}";49.2625013654707, -123.166523869483
4;Mount Pleasant;"{""coordinates"": [-123.101706485945, 49.2679670689207], ""type"": ""Point""}";49.2679670689207, -123.101706485945
2;Downtown;"{""coordinates"": [-123.10852879482, 49.284492827329], ""type"": ""Point""}";49.284492827329, -123.10852879482
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.068949350387, 49.2617074000792], ""type"": ""Point""}";49.2617074000792, -123.068949350387
1;Hastings-Sunrise;"{""coordinates"": [-123.050677354975, 49.2687317852821], ""type"": ""Point""}";49.2687317852821, -123.050677354975
