stop_code,stop_id,stop_name,zone_id,latitude,longitude,junction_id,junction_dst
51291,1302,Southbound Clark Dr @ E 12 Ave,BUS ZN,49.259354,-123.077691,4208,31.189683848214745
51297,1308,Southbound Knight St @ E King Edward Ave,BUS ZN,49.248155,-123.076298,4276,38.662381368047605
51298,1309,Southbound Knight St @ E 27 Ave,BUS ZN,49.24614,-123.076373,4273,33.75423589216771
50494,498,Westbound Dundas St @ N Templeton Dr,BUS ZN,49.284871,-123.060143,5026,34.1512574825264
50495,499,Westbound Dundas St @ Wall St,BUS ZN,49.284888,-123.063271,4859,21.74908296429525
50490,494,Westbound McGill St @ N Penticton St,BUS ZN,49.288801,-123.052418,5441,37.361008390307774
50491,495,Southbound N Nanaimo St @ McGill St,BUS ZN,49.288026,-123.05666,5235,35.71575190694669
50492,496,Southbound N Nanaimo St @ Cambridge St,BUS ZN,49.286276,-123.056672,5232,38.81237553180678
50493,497,Westbound Dundas St @ N Garden Dr,BUS ZN,49.284885,-123.057411,5135,26.534199163750312
50489,493,Westbound McGill St @ N Kaslo St,BUS ZN,49.28882,-123.047415,5645,55.59421826159131
51592,1604,Westbound W 16 Ave @ Alma St,BUS ZN,49.258091,-123.18653,348,37.21472879436215
61762,12814,Eastbound W 4th Ave @ Maple St,BUS ZN,49.26801,-123.150017,1287,25.65572141934215
50968,977,Southbound Victoria Dr @ Victoria Diversion,BUS ZN,49.252727,-123.066107,4701,16.448852706459334
50967,976,Southbound Victoria Diversion @ Commercial St,BUS ZN,49.253864,-123.067594,4649,51.91057216850405
58093,974,Southbound Commercial Dr @ E 14 Ave,BUS ZN,49.257485,-123.069954,4553,30.113594710004215
58092,973,Southbound Commercial Dr @ E 12 Ave,BUS ZN,49.259177,-123.06995,4557,43.48767347669838
50963,972,Commercial-Broadway Station @ Bay 2,BUS ZN,49.261929,-123.069913,4561,44.45258576181292
50961,970,Westbound E Hastings St @ Penticton St,BUS ZN,49.281228,-123.052402,5430,35.024451765331314
60570,12811,Eastbound W 4th Ave @ Blenheim St,BUS ZN,49.268415,-123.177316,569,27.148443756816928
59914,10471,Westbound Pacific Blvd @ Cambie St,BUS ZN,49.274606,-123.119683,2531,32.12622816580648
58169,10470,Eastbound Keefer Place @ Taylor St,BUS ZN,49.279326,-123.105758,2987,30.47466925386013
59926,10478,Eastbound National Ave @ Quebec St,BUS ZN,49.27487,-123.101464,3174,33.237630202692166
61800,11871,Victoria Dr @ 54th Avenue Loop,BUS ZN,49.219851,-123.065682,4720,51.29567436876244
51668,1681,Northbound Rupert St @ E 45 Ave,BUS ZN,49.229625,-123.043009,5766,38.039106343860084
51667,1680,Northbound Rupert St @ Kerr St,BUS ZN,49.227532,-123.041348,5867,40.16409154011292
51670,1683,Northbound Rupert St @ E 41 Ave,BUS ZN,49.233276,-123.042996,5769,35.43432498594688
51669,1682,Northbound Rupert St @ E 43 Ave,BUS ZN,49.231367,-123.042993,5768,30.00183200690587
51671,1685,Joyce Station @ Bay 2,BUS ZN,49.238709,-123.032702,6209,81.03375177926546
51675,1689,Northbound Rupert St @ E 29 Ave,BUS ZN,49.244846,-123.033756,6112,36.04233848474605
50315,318,Eastbound W Broadway @ Alma St,BUS ZN,49.264278,-123.185239,356,44.615279975330836
50310,313,Northbound Dunbar St @ W 18 Ave,BUS ZN,49.256755,-123.185003,404,31.75683431301188
50308,311,Northbound Dunbar St @ W 22 Ave,BUS ZN,49.253177,-123.18504,400,36.01596941127123
50307,310,Northbound Dunbar St @ W King Edward Ave,BUS ZN,49.250494,-123.185062,397,49.4249636896132
50314,317,Northbound Alma St @ W 10 Ave,BUS ZN,49.263872,-123.185744,355,45.28580244336424
50313,316,Northbound Alma St @ W 12 Ave,BUS ZN,49.261926,-123.185815,353,32.211255777115085
50312,315,Northbound Dunbar Diversion @ W 14 Ave,BUS ZN,49.260126,-123.184213,411,40.99071917436766
61097,11209,Eastbound W 16 Ave @ Willow St,BUS ZN,49.256969,-123.121578,2408,32.6773483749119
50438,442,Northbound N Nanaimo St @ Dundas St,BUS ZN,49.285176,-123.05639,5230,44.27197277881349
50437,441,Eastbound Dundas St @ Templeton Dr,BUS ZN,49.284738,-123.059274,5026,30.592811060436745
50436,440,Eastbound Dundas St @ Lakewood Dr,BUS ZN,49.284754,-123.061245,4957,27.986494432344088
50443,447,Eastbound McGill St @ N Slocan St,BUS ZN,49.288617,-123.048823,5546,35.95854783932321
50442,446,Eastbound McGill St @ N Penticton St,BUS ZN,49.288627,-123.051421,5441,37.49932755866193
60433,12679,Westbound Kingsway @ Gladstone,BUS ZN,49.24353,-123.061464,4938,24.183619205372203
50440,444,Northbound N Nanaimo St @ Eton St,BUS ZN,49.288013,-123.056367,5235,33.39565605399546
50401,405,Eastbound W 4th Ave @ Fir St,BUS ZN,49.267853,-123.140145,1623,51.442906113164256
60395,12671,Westbound W 41 Ave @ Carnarvon St,BUS ZN,49.234826,-123.174148,669,81.79936087505389
60431,12670,Westbound W 41 Ave @ Churchill St,BUS ZN,49.234437,-123.141226,1590,16.582713639182618
58268,12672,Eastbound W 41 Ave @ Oak St,BUS ZN,49.233818,-123.127728,2164,27.921196882658002
50038,38,Westbound Powell St @ Columbia St,BUS ZN,49.283285,-123.102896,3158,53.70633141830966
50035,35,Waterfront Station @ Bay 4,BUS ZN,49.284786,-123.111191,2820,22.282460326248408
50864,871,Southbound Granville St @ W 68 Ave,BUS ZN,49.209597,-123.140672,1636,102.62286364877151
52019,2036,Westbound E 49 Ave @ Beatrice St,BUS ZN,49.225263,-123.067538,4677,35.45169734279099
52718,2743,Westbound E Hastings St @ Renfrew St,BUS ZN,49.281222,-123.043342,5745,53.437401219995756
52717,2742,Kootenay Loop @ Bay 7,BUS ZN,49.281204,-123.025393,6457,23.11174510705141
52022,2039,Westbound E 49 Ave @ Knight St,BUS ZN,49.225388,-123.077939,4224,49.39465725759338
52021,2038,Westbound E 49 Ave @ Fleming St,BUS ZN,49.225316,-123.073579,4426,33.436561945761795
51085,1094,Northbound Renfrew St @ E 5th Ave,BUS ZN,49.266066,-123.044136,5724,40.91549577343658
51086,1095,Northbound Renfrew St @ E 3rd Ave,BUS ZN,49.26794,-123.044107,5727,41.007821440964584
51087,1096,Northbound Renfrew St @ E 1st Ave,BUS ZN,49.269832,-123.044037,5729,40.412795187052104
51088,1097,Northbound Renfrew St @ Grant St,BUS ZN,49.271682,-123.044039,5733,38.38627613171006
51081,1090,Northbound Renfrew St @ Grandview Hwy,BUS ZN,49.257532,-123.044132,5714,36.82676035000554
51082,1091,Renfrew Station @ Bay 3,BUS ZN,49.259529,-123.0441,5716,38.61523606819242
51083,1092,Northbound Renfrew St @ E Broadway,BUS ZN,49.262253,-123.044105,5720,36.06281301534611
51084,1093,Northbound Renfrew St @ E 7th Ave,BUS ZN,49.264174,-123.04414,5722,36.80474374011848
51089,1098,Northbound Renfrew St @ Charles St,BUS ZN,49.273636,-123.044011,5735,43.14742206772314
51090,1099,Northbound Renfrew St @ Venables St,BUS ZN,49.276287,-123.043972,5738,15.544889793320108
51311,1322,Southbound Knight St @ E 53 Ave,BUS ZN,49.221522,-123.077568,4213,32.20249197252743
51309,1320,Southbound Knight St @ E 49 Ave,BUS ZN,49.224925,-123.077479,4224,43.0541597764479
51310,1321,Southbound Knight St @ E 51 Ave,BUS ZN,49.223084,-123.077505,4217,35.930080016219414
51315,1326,Southbound Knight St @ E 60 Ave,BUS ZN,49.215154,-123.077208,4246,37.03104311079542
51316,1327,Southbound Knight St @ E 62 Ave,BUS ZN,49.213443,-123.077228,4242,36.60202572659809
51313,1324,Southbound Knight St @ E 57 Ave,BUS ZN,49.218344,-123.077162,4251,27.087003995829193
51314,1325,Southbound Knight St @ E 58 Ave,BUS ZN,49.216969,-123.077184,4249,33.9439399427226
51317,1328,Southbound Knight St @ E 63 Ave,BUS ZN,49.212389,-123.077238,4239,46.4366074563163
51318,1329,Knight St Underpass @ SE Marine Dr,BUS ZN,49.21125,-123.076921,4236,24.1892628618642
51374,11438,Eastbound W Hastings St @ Granville St,BUS ZN,49.285445,-123.11425,2725,33.05167433244081
51773,11436,Eastbound Laurel St @ Boundary Rd,BUS ZN,49.254148,-123.022894,6514,59.49943398907779
50951,959,Eastbound E Hastings St @ Renfrew St,BUS ZN,49.281012,-123.043299,5745,56.51520995459235
50950,958,Eastbound E Hastings St @ Kaslo St,BUS ZN,49.281035,-123.046243,5637,34.038388871703916
50943,951,Eastbound E Hastings St @ Commercial Dr,BUS ZN,49.28111,-123.069698,4525,50.813756203924505
58283,950,Eastbound E Hastings St @ McLean Dr,BUS ZN,49.281191,-123.073421,4373,50.484119703062206
50945,953,Eastbound E Hastings St @ Lakewood Dr,BUS ZN,49.281063,-123.061265,4953,32.72053906031523
50944,952,Eastbound E Hastings St @ Victoria Dr,BUS ZN,49.28108,-123.064979,4769,43.25810755648752
50947,955,Eastbound E Hastings St @ Nanaimo St,BUS ZN,49.281059,-123.055828,5226,52.099914047150186
50946,954,Eastbound E Hastings St @ Templeton Dr,BUS ZN,49.281098,-123.059289,5021,34.153545297026376
50949,957,Eastbound E Hastings St @ Slocan St,BUS ZN,49.281041,-123.048668,5538,48.040900478297715
50948,956,Eastbound E Hastings St @ Kamloops St,BUS ZN,49.281035,-123.054098,5323,35.896156979860336
51656,1668,Westbound Champlain Cres @ Matheson Cres,BUS ZN,49.210765,-123.027827,6396,47.639587309856964
51655,1667,Southbound Matheson Cres @ Raintree Court,BUS ZN,49.214374,-123.025642,6469,47.464214293399166
51653,1665,Southbound Matheson Cres @ Borham Cres,BUS ZN,49.216164,-123.025247,6480,145.28335878909243
51652,1664,Westbound Arbor Ave @ Boundary Rd,BUS ZN,49.217523,-123.024331,6480,53.94790972967093
51651,1663,Eastbound Hurst Ave @ Boundary Rd,BUS ZN,49.22009,-123.024161,6499,30.820667255663135
51650,1662,Southbound Frontenac St @ Hurst Ave,BUS ZN,49.220252,-123.026594,6414,18.524200165271715
51649,1661,Southbound Frontenac St @ Hennepin Ave,BUS ZN,49.221872,-123.026506,6413,7.915295980232863
51648,1660,Eastbound E 49 Ave @ Arlington St,BUS ZN,49.223027,-123.027926,6365,28.534515067150977
50585,591,Westbound W 4th Ave @ Macdonald St,BUS ZN,49.268459,-123.168863,786,42.447995783095436
50584,590,Westbound W 4th Ave @ Trafalgar St,BUS ZN,49.268401,-123.164962,897,34.75274768476387
50587,593,Westbound W 4th Ave @ Balaclava St,BUS ZN,49.268528,-123.174217,655,31.72890696613098
50588,594,Westbound W 4th Ave @ Blenheim St,BUS ZN,49.268578,-123.178075,569,30.828153503974754
50591,597,Westbound W 4th Ave @ Wallace St,BUS ZN,49.268794,-123.191056,287,31.677074940608865
50590,596,Westbound W 4th Ave @ Alma St,BUS ZN,49.26871,-123.186254,361,42.4075626539206
50593,599,Westbound W 4th Ave @ 4100 Block,BUS ZN,49.268917,-123.197836,149,117.49944632675088
51534,1546,Eastbound E 22 Ave @ Rupert St,BUS ZN,49.250529,-123.033251,6122,39.74438653985643
50689,696,Westbound E Pender St @ Main St,BUS ZN,49.280463,-123.100688,3289,74.15407193422948
50356,360,Southbound Alma St @ W 6th Ave,BUS ZN,49.266642,-123.185897,359,30.919274932475048
50335,339,Southbound Oak St @ Douglas Cres,BUS ZN,49.254123,-123.127471,2202,35.4217718791257
50331,335,Southbound Oak St @ W 12 Ave,BUS ZN,49.260251,-123.126842,2235,37.89054315652939
50333,337,Southbound Oak St @ W 16 Ave,BUS ZN,49.256751,-123.127351,2210,30.244676688247253
50327,331,Eastbound W Broadway @ Hemlock St,BUS ZN,49.263448,-123.134715,1928,73.24926708835461
50328,332,Eastbound W Broadway @ Alder St,BUS ZN,49.263381,-123.130979,2028,28.43701793066728
51536,1548,Eastbound E 22 Ave @ Kootenay St,BUS ZN,49.250584,-123.025808,6423,31.195282619206605
50483,11227,Northbound Cambie St @ W 7th Ave,BUS ZN,49.264648,-123.114622,2707,24.385988580082213
50412,11221,Southbound Cambie St @ W 7th Ave,BUS ZN,49.264477,-123.114982,2706,42.1004826440835
51372,11220,Eastbound W Pender St @ Jervis St,BUS ZN,49.288846,-123.125208,2275,29.127217565491055
60519,12755,Westbound Cornwall Ave @ Maple St,BUS ZN,49.27258,-123.14994,1294,20.308206081487246
58650,9119,Eastbound W 41 Ave @ Crown St,BUS ZN,49.23468,-123.194664,213,70.14853807034056
51585,1597,Westbound W King Edward Ave @ Yew St,BUS ZN,49.251149,-123.156163,1087,29.547831942596694
60579,12822,Westbound E Broadway @ Quebec,BUS ZN,49.263084,-123.104155,3035,53.454197065381976
60302,10591,Northbound Cambie St @ Dunsmuir St,BUS ZN,49.280182,-123.111842,2803,39.027363443809826
50138,10595,Eastbound W 41 Ave @ Columbia St,BUS ZN,49.23327,-123.111462,2791,43.763300072577366
51337,1348,Northbound Knight St @ E 39 Ave,BUS ZN,49.235113,-123.07681,4258,37.55762586449708
51338,1349,Northbound Knight St @ E 37 Ave,BUS ZN,49.237188,-123.076748,4260,39.030529576658274
51329,1340,Northbound Knight St @ E 57 Ave,BUS ZN,49.218444,-123.076884,4251,36.994255254065344
51331,1342,Northbound Knight St @ E 51 Ave,BUS ZN,49.223765,-123.077214,4217,42.782122839324394
51332,1343,Northbound Knight St @ E 49 Ave,BUS ZN,49.225701,-123.077098,4224,47.62355481309584
51333,1344,Northbound Knight St @ E 47 Ave,BUS ZN,49.227974,-123.077067,4230,36.42640409463762
51334,1345,Northbound Knight St @ E 45 Ave,BUS ZN,49.229335,-123.077025,4234,37.90313008939111
51335,1346,Northbound Knight St @ E 43 Ave,BUS ZN,49.230966,-123.076961,4243,38.74013941738208
51336,1347,Northbound Knight St @ E 41 Ave,BUS ZN,49.233088,-123.076848,4252,43.86903511050042
57971,8046,29th Avenue Station @ Platform 2,ZN 1,49.244236,-123.046136,5663,45.37944699390523
51017,1026,Northbound Arbutus St @ W 51 Ave,BUS ZN,49.225393,-123.155125,1119,46.73904805145368
51012,1021,Northbound Angus Dr @ W 61 Ave,BUS ZN,49.215648,-123.148305,1338,41.75351896907888
51020,1029,Northbound West Blvd @ W 45 Ave,BUS ZN,49.231163,-123.155603,1088,34.77760105211582
51019,1028,Northbound West Blvd @ W 46 Ave,BUS ZN,49.230145,-123.155632,1085,30.186924240076372
58893,9307,Westbound W Pender St @ Burrard St,BUS ZN,49.286833,-123.118031,2588,31.985561265752775
51633,1645,Northbound Tyne St @ E 45 Ave,BUS ZN,49.228978,-123.031961,6197,32.81011669990188
51632,1644,Northbound Tyne St @ E 47 Ave,BUS ZN,49.226688,-123.032071,6196,32.199739941805205
51635,1647,Northbound Joyce St @ Marmion Ave,BUS ZN,49.231836,-123.03734,5992,31.157302224649303
51634,1646,Northbound Joyce St @ E 45 Ave,BUS ZN,49.229581,-123.037333,5990,34.99776112143277
51629,1641,Westbound E 49 Ave @ Boundary Rd,BUS ZN,49.222065,-123.024529,6502,9.895651401063104
51628,1640,Northbound Boundary Rd @ Hurst Ave,BUS ZN,49.220212,-123.023547,6532,8.364596267077081
51631,1643,Northbound Tyne St @ E 49 Ave,BUS ZN,49.225083,-123.032151,6194,17.27697905699846
51630,1642,Westbound E 49 Ave @ Arlington St,BUS ZN,49.223442,-123.028307,6365,25.274290246071224
51636,1648,Northbound Joyce St @ Kingsway,BUS ZN,49.234391,-123.03552,6076,36.667242948286045
50574,579,Westbound W 10 Ave @ Courtenay St,BUS ZN,49.263781,-123.200725,144,56.111269758287094
50573,578,Westbound W 10 Ave @ Camosun St,BUS ZN,49.263725,-123.197332,176,31.14092775422729
50568,573,Westbound W Broadway @ Collingwood St,BUS ZN,49.264377,-123.182257,476,31.962771994811757
50567,572,Westbound W Broadway @ Blenheim St,BUS ZN,49.264311,-123.178243,562,31.3214940765304
50566,571,Westbound W Broadway @ Balaclava St,BUS ZN,49.264241,-123.174408,650,33.50476450199563
50565,570,Westbound W Broadway @ Bayswater St,BUS ZN,49.264221,-123.171711,705,24.9823538166206
50572,577,Westbound W 10 Ave @ Crown St,BUS ZN,49.263683,-123.194468,209,43.4258559734449
50571,576,Westbound W 10 Ave @ Wallace St,BUS ZN,49.263644,-123.191417,280,42.69957843834415
50043,8535,Burrard Station @ Bay 1,BUS ZN,49.285306,-123.119982,2508,17.00711257103954
52967,10661,Southbound N Esmond Ave @ McGill St,BUS ZN,49.287961,-123.020951,6557,183.34665622065353
51993,2010,Eastbound Imperial St @ Boundary Rd,BUS ZN,49.221875,-123.022768,6535,60.24658969925468
50355,359,Southbound Alma St @ W 4th Ave,BUS ZN,49.268214,-123.18585,361,46.3922406191328
50354,358,Eastbound W 4th Ave @ Alma St,BUS ZN,49.268538,-123.185205,361,36.070215199321915
61138,11071,Westbound NW Marine Dr @ W 4th Ave,BUS ZN,49.268938,-123.200648,131,56.8570346336996
60525,12771,Eastbound Pacific St @ Thurlow St,BUS ZN,49.278412,-123.13473,1903,30.572440118655507
60526,12772,Westbound Beach Ave @ Bidwell St,BUS ZN,49.284303,-123.142591,1548,29.0343426813436
50015,10441,Eastbound Pacific Blvd @ Drake St,BUS ZN,49.273429,-123.123135,2364,39.333067318973335
50913,11606,Commercial-Broadway Station @ Bay 5,BUS ZN,49.262416,-123.06875,4561,73.24835162753332
52054,2071,Northbound Dunbar St @ W 43 Ave,BUS ZN,49.233182,-123.18528,376,36.89565498644351
52053,2070,Northbound Dunbar St @ SW Marine Dr,BUS ZN,49.231041,-123.185323,371,45.003329735517646
52058,2075,Westbound Lameys Mill Rd @ Sitka Square,BUS ZN,49.266459,-123.129345,2120,25.063767449664844
52057,2074,Heather Square @ Bay 1,BUS ZN,49.266191,-123.120109,2470,33.772397003595316
50757,8394,Northbound Granville St @ W 71 Ave,BUS ZN,49.207431,-123.1404,1630,41.961040129006
58280,1366,Westbound Terminal Ave @ 300 Block,BUS ZN,49.272363,-123.096638,3477,95.44426716713511
51356,1367,Northbound Clark Dr @ E 1st Ave,BUS ZN,49.269991,-123.077215,4225,37.21137901050552
51353,1364,Westbound Terminal Ave @ Begg St,BUS ZN,49.270771,-123.087153,3788,23.25268373338701
51354,1365,Westbound Terminal Ave @ Thornton St,BUS ZN,49.271779,-123.093108,3574,20.09896863656568
51351,1362,Northbound Clark Dr @ E 6th Ave,BUS ZN,49.264845,-123.077316,4216,38.097087556609054
51352,1363,Northbound Clark Dr @ E 3rd Ave,BUS ZN,49.268147,-123.077256,4222,34.458556010167214
51349,1360,Northbound Clark Dr @ E 11 Ave,BUS ZN,49.260268,-123.077343,4210,30.998588720055594
51350,1361,Northbound Clark Dr @ E Broadway,BUS ZN,49.262754,-123.077367,4212,42.942638442465515
51357,1368,Northbound Clark Dr @ Grant St,BUS ZN,49.271749,-123.077197,4227,28.87136048426925
51358,1369,Northbound Clark Dr @ William St,BUS ZN,49.274264,-123.077153,4231,27.504500751629845
50296,299,Westbound W 41 Ave @ Blenheim St,BUS ZN,49.234831,-123.179103,528,30.25306106926888
50293,296,Westbound W 41 Ave @ Mackenzie St,BUS ZN,49.234819,-123.170795,733,41.14653634980956
50294,297,Westbound W 41 Ave @ Carnarvon St,BUS ZN,49.23482,-123.173542,669,38.29378647519844
50291,294,Westbound W 41 Ave @ Larch St,BUS ZN,49.234767,-123.163165,929,32.950330843046515
50292,295,Westbound W 41 Ave @ Macdonald St,BUS ZN,49.23481,-123.167912,829,40.9414969985698
50290,293,Westbound W 41 Ave @ Vine St,BUS ZN,49.234721,-123.160343,997,32.58319891693458
50288,291,Westbound W 41 Ave @ Maple St,BUS ZN,49.234633,-123.152449,1230,32.75470317042852
51611,1623,Southbound Kerr St @ E 52 Ave,BUS ZN,49.221906,-123.041297,5857,18.38063240331276
51976,1993,Eastbound E 49 Ave @ Prince Albert St,BUS ZN,49.225373,-123.08761,3752,26.925221071527236
51608,1620,Southbound Rupert St @ Kerr St,BUS ZN,49.227481,-123.041563,5867,56.56482035276676
51615,1627,Eastbound Rosemont Dr @ Kerr St,BUS ZN,49.21544,-123.040483,5826,73.97822951221579
51977,1994,Eastbound E 49 Ave @ Windsor St,BUS ZN,49.225337,-123.084766,3871,35.016665815064016
51613,1625,Southbound Kerr St @ E 56 Ave,BUS ZN,49.218403,-123.041467,5847,27.52857731262514
51612,1624,Southbound Kerr St @ E 54 Ave,BUS ZN,49.219855,-123.041405,5853,36.76811969506109
51982,1999,Eastbound E 49 Ave @ Commercial St,BUS ZN,49.22514,-123.068504,4625,9.680903965246603
51981,1998,Eastbound E 49 Ave @ Argyle St,BUS ZN,49.225164,-123.071276,4472,35.021799219467425
51617,1629,Southbound Butler St @ Rosemont Dr,BUS ZN,49.216166,-123.034529,6090,35.606882701134296
51616,1628,Eastbound Rosemont Dr @ 3200 Block,BUS ZN,49.215571,-123.036746,6002,6.403816912695356
50554,559,Southbound Granville St @ W 37 Ave,BUS ZN,49.237706,-123.139593,1677,39.90667471520321
50553,558,Southbound Granville St @ W 35 Ave,BUS ZN,49.239615,-123.139528,1679,38.232192486646866
50552,557,Southbound Granville St @ W 33 Ave,BUS ZN,49.241525,-123.139454,1684,39.08887516570637
50551,556,Southbound Granville St @ W 32 Ave,BUS ZN,49.243251,-123.139408,1688,43.65844789129251
50546,551,Southbound Granville St @ Matthews Ave,BUS ZN,49.252781,-123.139073,1706,40.770731642697726
50545,550,Southbound Granville St @ Angus Dr,BUS ZN,49.254178,-123.13903,1707,46.0827860541475
50547,552,Southbound Granville St @ Laurier Ave,BUS ZN,49.2505,-123.139186,1702,38.75916067297167
51190,1199,Westbound Kingsway @ Miller St,BUS ZN,49.247137,-123.06911,4603,23.893616810586057
51189,1198,Westbound Kingsway @ Victoria Dr,BUS ZN,49.245543,-123.065671,4799,50.48980581860004
51182,1191,Westbound E 41 Ave @ Killarney St,BUS ZN,49.23303,-123.046378,5660,35.08206058681964
51181,1190,Westbound E 41 Ave @ Rupert St,BUS ZN,49.233057,-123.043713,5769,47.39276551695805
51184,1193,Westbound Kingsway @ McKinnon St,BUS ZN,49.235237,-123.038053,5983,28.698757569884975
51183,1192,Westbound E 41 Ave @ Earles St,BUS ZN,49.232858,-123.049155,5564,30.012365558946556
51186,1195,Westbound Kingsway @ Rupert St,BUS ZN,49.236114,-123.04296,5786,51.750239822561724
51185,1194,Westbound Kingsway @ Spencer St,BUS ZN,49.235933,-123.041047,5871,24.648602020696174
51187,1196,Westbound Kingsway @ Fairmont St,BUS ZN,49.236931,-123.046942,5632,32.708226902351356
50454,458,Northbound Oak St @ Devonshire Cres,BUS ZN,49.244894,-123.127493,2176,49.82693497843658
50455,459,Northbound Oak St @ W 27 Ave,BUS ZN,49.247506,-123.12749,2184,32.32908343268935
50446,450,Eastbound McGill St @ N Renfrew St,BUS ZN,49.288595,-123.0434,5753,48.604237403124365
50449,453,Westbound McGill St @ N Renfrew St,BUS ZN,49.288825,-123.044601,5753,42.224630843048665
50451,455,Northbound Oak St @ W 38 Ave,BUS ZN,49.237021,-123.12785,2166,32.45320313978553
50453,457,Northbound Oak St @ W 33 Ave,BUS ZN,49.241748,-123.12769,2171,36.41345725522024
60397,12669,Westbound W 41 Ave @ Oak St,BUS ZN,49.234095,-123.129021,2164,71.79929072855616
50367,371,Southbound Dunbar St @ W 27 Ave,BUS ZN,49.247813,-123.185322,394,29.25129383155179
50366,370,Southbound Dunbar St @ W King Edward Ave,BUS ZN,49.249684,-123.185302,397,42.36374974757777
50369,373,Southbound Dunbar St @ W 31 Ave,BUS ZN,49.243962,-123.185351,390,35.22844496362041
50371,375,Southbound Dunbar St @ W 35 Ave,BUS ZN,49.240149,-123.185397,386,36.65341977031572
50370,374,Southbound Dunbar St @ W 33 Ave,BUS ZN,49.242056,-123.185368,388,35.24921401064901
50372,376,Southbound Dunbar St @ W 37 Ave,BUS ZN,49.238349,-123.185425,384,26.79461918354831
60404,12665,Northbound Joyce St @ Church St,BUS ZN,49.234646,-123.03528,6083,18.10101088526187
60396,12663,Eastbound W 41 Ave @ Carnarvon St,BUS ZN,49.23467,-123.173495,669,34.69117206945513
60417,12712,Westbound W 12th Ave @ Heather St,BUS ZN,49.260557,-123.12041,2507,34.11604267445721
60418,12713,Westbound W 12th Ave @ Cambie St,BUS ZN,49.260482,-123.11559,2695,47.4871495790453
60415,12710,Westbound W 12th Ave @ Laurel St,BUS ZN,49.260622,-123.124667,2320,29.668545273751672
60416,12711,Eastbound W 12th Ave @ Heather St,BUS ZN,49.260394,-123.120306,2507,26.34362628974991
61074,10976,Southbound Main St @ Powell St,BUS ZN,49.282699,-123.099733,3298,47.78845636017437
50878,11596,Eastbound E Broadway @ Ontario St,BUS ZN,49.262911,-123.104471,3035,31.30465747924108
61218,2051,Langara-49th Station @ Bay 2,BUS ZN,49.226178,-123.116035,2627,33.01051988399054
52033,2050,Westbound W 49 Ave @ Alberta St,BUS ZN,49.226074,-123.113387,2750,34.10588788838344
52036,2053,Westbound W 49 Ave @ Laurel St,BUS ZN,49.226538,-123.125587,2282,34.55275392019408
52035,2052,Westbound W 49 Ave @ Tisdall St,BUS ZN,49.226382,-123.121438,2418,24.414381800618795
52038,2055,Westbound W 49 Ave @ Montgomery St,BUS ZN,49.226761,-123.13243,2001,39.73273404861297
52037,2054,Westbound W 49 Ave @ Oak St,BUS ZN,49.226658,-123.128988,2152,51.440228627999986
52039,2056,Westbound W 49 Ave @ Hudson St,BUS ZN,49.22688,-123.135533,1865,35.29867211922791
50714,11622,Westbound E 41st Ave @ Main St,BUS ZN,49.233193,-123.101267,3193,21.692726555895327
58614,10620,Eastbound E Broadway St @ Fraser St,BUS ZN,49.26236,-123.088379,3732,53.93026289433389
50797,804,Southbound Fraser St @ E 55 Ave,BUS ZN,49.219642,-123.091056,3648,36.00808789948282
60223,12487,Northbound Fraser St @ E 20 Ave,BUS ZN,49.253266,-123.089851,3692,50.42577765359546
58183,8621,Eastbound SE Marine Dr @ 2600 Block,BUS ZN,49.207204,-123.053335,5362,12.000651062022222
58145,8622,Westbound Kingsway @ E Broadway,BUS ZN,49.263296,-123.099681,3306,50.9368268496603
59318,9989,Westbound E 49 Ave @ Tyne St,BUS ZN,49.224736,-123.032636,6193,33.46471625548685
59317,9987,Eastbound E 49 Ave @ Kerr St,BUS ZN,49.224659,-123.040479,5862,41.01940743538165
61124,11021,Westbound W 16 Ave @ Oak St,BUS ZN,49.257181,-123.12688,2211,24.271002921037407
61118,11020,Westbound E 33 Ave @ Main St,BUS ZN,49.240577,-123.101925,3196,34.15262235861331
61128,11023,Westbound W 16 Ave @ Arbutus St,BUS ZN,49.257372,-123.153431,1178,22.43651365554761
61116,11022,Westbound E 33 Ave @ Fraser St,BUS ZN,49.240373,-123.090765,3674,32.51489021345448
50410,414,Southbound Cambie St @ W Hastings St,BUS ZN,49.282211,-123.109799,2883,38.11471624845096
50411,415,Eastbound Nelson St @ Cambie St,BUS ZN,49.275788,-123.117719,2578,44.97364609427057
50406,410,Eastbound W Pender St @ Thurlow St,BUS ZN,49.287073,-123.119204,2483,99.14896870457852
51373,1385,Eastbound W Pender St @ Bute St,BUS ZN,49.288213,-123.123062,2370,28.78437916348586
58143,1387,Kootenay Loop @ Bay 8,BUS ZN,49.281026,-123.024952,6457,53.79030790302811
50414,418,Southbound Cambie St @ W 12 Ave,BUS ZN,49.260113,-123.115144,2695,33.443604308149425
50415,419,Southbound Cambie St @ W 16 Ave,BUS ZN,49.256555,-123.115252,2690,40.850562813109
51370,1382,Eastbound W Pender St @ Nicola St,BUS ZN,49.289898,-123.128771,2128,24.048652732573206
51371,1383,Eastbound W Pender St @ Broughton St,BUS ZN,49.289364,-123.127117,2204,31.034494885464593
51762,1776,Southbound Boundary Rd @ Douglas Rd,BUS ZN,49.27654,-123.02375,6546,98.73251936301097
